you,toi
subletting,sous-location
wolfs,loups
lentz,lentilles
unfailing,infaillible
volatility,volatilité
kiwis,kiwis
weaning,sevrage
deacons,diacres
permutations,permutations
bsc,bsc
fancy-pants,chic
creech,crissement
olivet,olive
seafloor,fond marin
heartbreakers,briseurs de cœurs
paganism,paganisme
rodan,Rodan
trop,trop
parakeets,perruches
swanning,cygne
tappan,tappan
armrest,accoudoir
electrify,électrifier
bessy,Bessy
lotsa,beaucoup
steinem,Steinem
wogs,wogs
gobbledygook,charabia
hosea,Osée
gatlin,gatlin
authorizes,autorise
apologises,présente ses excuses
procurer,proxénète
corrugated,ondulé
homoerotic,homoérotique
boff,boff
unobtrusive,discret
weak-minded,faible d'esprit
survivable,survivant
haloperidol,halopéridol
emin,émin
atrophied,atrophié
dazzles,éblouit
mainlander,continent
californians,Californiens
pik,pik
cruller,beignet
uncoordinated,non coordonné
bandanna,foulard
gorged,gavé
disintegrator,désintégrateur
chauffer,chauffeur
tokio,Tokyo
panto,pantomime
gowen,gowen
bate,bate
disengages,désengagement
washerwoman,laveuse
blowout,éteindre
tracers,traceurs
kenzie,Kenzie
codicil,codicille
immunities,immunités
huntingdon,Huntingdon
reynaud,Reynaud
late-model,modèle récent
starstruck,émerveillé
hsi,hsi
nth,nème
appallingly,épouvantablement
oversexed,hypersexuel
constants,constantes
scorecard,tableau de bord
sleazeball,salaud
sprucing,embellissement
shelve,étagère
parallax,parallaxe
postgraduate,de troisième cycle
bayreuth,Bayreuth
wordsmith,orfèvre des mots
headers,en-têtes
hamlets,hameaux
totalled,totalisé
curative,curatif
dubstep,dubstep
waders,cuissardes
constantino,Constantin
tion,tion
recounts,récits
holstein,Holstein
compartmentalized,compartimenté
rent-a-car,voiture de location
haus,maison
constanza,constante
burrowed,enfoui
berglund,Berglund
touristy,touristique
humorless,sans humour
ayutthaya,Ayutthaya
dismisses,renvoie
earners,revenus
cuticles,cuticules
imani,imani
estefan,Estefan
pejorative,péjoratif
propelling,propulsion
rosemarie,Rosemarie
dulls,ternes
cropper,reproductrice
daltons,Daltons
symbolizing,symbolisant
extra-special,extra-spécial
nonstarter,non-démarrage
hor,hor
rustled,bruissement
ventricles,ventricules
murphys,murphys
watchword,mot d'ordre
fistula,fistule
duomo,duomo
gallic,gaulois
tomoya,Tomoya
vallejo,Vallejo
blotto,blotto
redd,rouge
pid,pid
molls,meufs
conceptually,conceptuellement
aquifer,aquifère
parapsychology,parapsychologie
degrades,se dégrade
geopolitical,géopolitique
sext,sexto
nop,non
hodgson,Hodgson
modernized,modernisé
hodgkin,Hodgkin
carwash,lavage de voiture
angelou,angélique
cbgb,cbgb
cavett,cavett
amr,amr
ascribe,attribuer
great-grandma,arrière-grand-mère
ethnically,ethniquement
stepbrother,demi-frère
mcguinness,McGuinness
stoops,se pencher
transfuse,transfuser
procrastinate,tergiverser
clods,mottes de terre
abdallah,Abdallah
henan,Henan
carers,aidants
convection,convection
levelling,nivellement
courtly,courtois
arbitrator,arbitre
vapours,vapeurs
denker,Denker
hiawatha,Hiawatha
penalize,pénaliser
colburn,Colburn
grillo,grillo
kole,kole
hinders,entrave
obadiah,Obadiah
cantaloupes,cantaloups
detergents,détergents
underlay,thibaude
fiorello,Fiorello
chichester,Chichester
psychoactive,psychoactif
mandeville,Mandeville
calloused,callosités
themistocles,Thémistocles
scribner,Scribner
ninety-three,quatre-vingt-treize
twofold,double
amur,Amour
speculum,spéculum
polka-dot,pois
haldane,Haldane
gramma,grammaire
breathy,haletant
mien,mine
unsociable,insociable
fluorine,fluor
snooped,espionné
converters,convertisseurs
outlasted,a survécu
displeases,déplaisent
unidentifiable,non identifiable
cogan,cogan
oxtail,queue de bœuf
rifled,rayé
devoe,devoe
satori,satori
pov,point de vue
entryway,entrée
ephedrine,éphédrine
pillowcases,taies d'oreiller
flickered,scintillait
broadening,élargissement
buffets,buffets
jpl,jpl
whirlpools,bains à remous
fast-acting,action rapide
mylar,mylar
rnd,rond
biomedical,biomédical
zounds,zounds
parkin,parc
lifter,élévateur
sourcing,approvisionnement
whitford,Whitford
eclairs,éclairs
cowed,intimidé
brained,cerveau
romer,Romer
jailers,geôliers
hols,vacances
thorium,thorium
one-dimensional,unidimensionnel
maxima,maxima
guyana,Guyane
falwell,Falwell
sopping,trempage
hotspur,éperon
boni,boni
anaemia,anémie
precept,précepte
harasses,harcèle
isherwood,Isherwood
kae,kae
bowline,nœud de chaise
nourishes,nourrit
sel,sel
amico,amico
carnac,carnac
codependent,codépendant
broached,abordé
babysitters,baby-sitters
feeble-minded,faible d'esprit
brackish,saumâtre
bedclothes,draps
claymores,claymores
mind-reader,télépathe
emblems,emblèmes
oga,oga
phillippe,Philippe
calamine,calamine
rheumatoid,rhumatoïde
chiricahua,Chiricahua
overlapped,chevauchement
tacking,virer
pls,svp
confucian,confucéen
drumbeats,rythmes de tambour
meet-and-greet,rencontre et accueil
carnes,viandes
tra-la-la,tra-la-la
inadequacies,insuffisances
maes,maes
rhona,rhona
surface-to-air,surface-air
agee,âge
euripides,Euripide
out-of-towners,les personnes de passage
foreclosures,saisies immobilières
flattening,aplanissement
pythagorean,pythagoricien
vacating,évacuation
forsberg,forsberg
canfield,champ de can
hypoglycemic,hypoglycémique
saxe,saxophone
welds,soudures
spillage,déversement
turnabout,demi-tour
efron,efron
recordist,enregistreur
sandringham,Sandringham
latitudes,latitudes
polis,polis
one-liners,répliques courtes
thanatos,Thanatos
ironworks,ferronnerie
signori,signori
buffalos,buffles
aarhus,Aarhus
turvy,tourmenté
ssa,ssa
guilherme,Guilherme
banque,banque
conscript,conscrit
mangos,mangues
lie-in,faire la grasse matinée
saar,saar
jere,jere
aisling,allée
sep,sep
verizon,Verizon
self-imposed,auto-imposé
whatshisname,Quel est son prénom
headbutt,coup de tête
sightless,aveugle
nadal,nadal
kaden,Kaden
mandinka,mandinka
grosses,bruts
sok,sok
chairmanship,présidence
low-profile,profil bas
boles,boles
theon,theon
jak,jak
self-indulgence,l'auto-indulgence
salaried,salarié
holsters,étuis
vtr,vtr
roaster,rôtissoire
rhineland,Rhénanie
methought,me semblait-il
tilman,tilman
workbook,cahier d'exercices
overstate,exagérer
unction,onction
spindly,grêle
blackhawks,Blackhawks
enacting,promulgation
varus,varus
upholstered,tapissé
nudism,nudisme
afflict,affliger
devito,devito
sixty-nine,soixante-neuf
kewpie,Kewpie
kamui,kamui
earmarks,affectations
geol,géol
confides,confie
avraham,Avraham
laziest,le plus paresseux
burried,enterré
lean-to,appentis
brb,je reviens
life-sized,grandeur nature
canby,canby
traipse,se balader
anisette,anisette
dut,dut
nour,nour
coastlines,côtes
befuddled,perplexe
waster,gaspilleur
sapo,sapo
missive,missive
foals,poulains
ewok,Ewok
repelling,repousser
cyrillic,cyrillique
counterrevolutionary,contre-révolutionnaire
eno,eno
symbiont,symbiote
phenobarbital,phénobarbital
cornel,cornichon
laotian,Laotien
mustached,moustachu
wunderkind,enfant prodige
deflating,dégonfler
dissenting,dissidents
strickler,Strickler
fraternization,fraternisation
summarized,résumé
runaround,courir
retch,vomir
abdi,Abdi
eb,eb
nascent,naissant
richa,Richa
intersecting,sécante
confectionery,confiserie
corrode,corroder
griffins,griffons
mccracken,McCracken
materialised,matérialisé
snippets,extraits
sprayer,pulvérisateur
misinterpreting,mauvaise interprétation
recur,se reproduire
stans,stans
sassoon,sassoon
hcg,hCG
full-sized,taille réelle
stonewalled,mur de pierre
mirabel,Mirabel
tutsis,tutsis
nohow,aucunement
wahl,wahl
lansbury,Lansbury
betas,bêtas
wilding,sauvage
infuriate,exaspérer
blockhouse,casemate
rosetti,rosetti
undercutting,sous-enchérissement
pollination,pollinisation
prostituting,prostitution
ramo,ramo
arashi,arashi
double-talk,double discours
timberwolves,loups des bois
guildford,Guildford
peridot,péridot
peterborough,Saint-Pétersbourg
coll,coll
orrin,Orrin
upheavals,bouleversements
bogan,bogan
vedas,Védas
onshore,terre
cysts,kystes
biagio,biagio
pacemakers,stimulateurs cardiaques
kori,kori
principality,principauté
hairdos,coiffures
akhtar,akhtar
pollinate,féconder
connective,conjonctif
dogcatcher,attrapeur de chiens
cathleen,Cathleen
roller-skating,patin à roulettes
sra,sra
hoards,trésors
trombones,trombones
checkbooks,chéquiers
garin,garin
glaucus,glaucome
cowbell,sonnaille
conjugate,conjuguer
pragmatism,pragmatisme
lemmon,citron
lefties,gauchers
whittington,Whittington
schoolteachers,enseignants
joh,Jean
valuing,évaluation
emirates,Émirats
abuzz,bourdonnement
marfa,Marfa
mainstay,pilier
recessive,récessif
cruelties,cruautés
agonize,tourmenter
untruth,mensonge
hendrickson,Hendrickson
seers,voyants
breckenridge,Breckenridge
acronyms,acronymes
off-chance,par hasard
retardant,retardateur
castille,Castille
quails,cailles
leduc,leduc
argonauts,argonautes
frome,de
riflemen,fusiliers
ainu,aïnou
lydon,Lydon
enamoured,épris
transgressed,transgressé
eason,eason
overeating,excès alimentaires
gud,bon
diuretic,diurétique
matheus,Matheus
gennady,Gennady
activator,activateur
godfathers,parrains
manioc,manioc
underappreciated,sous-estimé
broomsticks,balais
unrivaled,sans égal
begot,engendré
corker,corker
sensitivities,sensibilités
overridden,remplacé
hoverboard,hoverboard
sendoff,départ
fly-by-night,éphémère
homesickness,mal du pays
naturalization,naturalisation
cottonwood,peuplier
unmotivated,démotivé
domitian,Domitien
lke,comme
welshman,Gallois
trivandrum,Trivandrum
parachutists,parachutistes
cottle,tasse
skew,fausser
merida,Mérida
censoring,censure
tutorials,tutoriels
samarkand,Samarcande
disallowed,interdit
hillcrest,Hillcrest
subbasement,sous-sol
hame,maison
calamitous,calamiteux
cargoes,cargaisons
biwa,biwa
roch,roche
well-kept,bien entretenu
carpeted,moquettée
stressor,facteur de stress
gundersen,Gundersen
sudbury,Sudbury
exudes,exsude
msc,MSc
frisson,frisson
directness,franchise
superfly,superfly
guernsey,Guernesey
transom,traverse
saute,sauté
majestically,majestueusement
huffington,huffington
toothy,dents
perlmutter,perlmutter
extinguishing,extincteur
swizzle,tourbillonner
sunning,bronzage
nonfiction,non-fiction
doddering,sénile
blotches,taches
antonino,Antoine
alternates,alternatives
haden,haden
wombs,utérus
satterfield,Satterfield
teamster,routier
antiwar,anti-guerre
haarlem,Haarlem
musing,réflexion
justinian,Justinien
ketchum,ketchum
sampan,sampan
antic,anti
antilles,Antilles
shrike,pie-grièche
parlours,salons
zaman,zaman
metternich,Metternich
well-defined,bien défini
seri,série
obs,obs
ironside,côté fer
lucan,Lucan
ragout,ragoût
moreira,Moreira
riedel,Riedel
carbuncle,anthrax
salamanders,salamandres
merriweather,Merriweather
conspires,conspire
cootie,pou
furthering,poursuivre
permissive,permissif
cathode,cathode
specification,spécification
masturbator,masturbateur
punctuated,ponctué
neglectful,négligent
axiom,axiome
nce,nce
full-page,page complète
oporto,porto
ever-increasing,toujours croissante
penny-ante,penny-ante
bewilderment,perplexité
intercession,intercession
kogan,Kogan
sef,sef
nacelle,nacelle
neapolitans,napolitains
taciturn,taciturne
brokaw,brokaw
parsi,parsi
sanctus,saint
overhauled,remanié
spetsnaz,spetsnaz
yellowtail,sériole
bling-bling,bling-bling
carbolic,phéniqué
spacesuits,combinaisons spatiales
layabouts,fainéants
meleager,Méléager
frink,frik
cib,cib
strenuously,intensément
raskin,Raskin
backfield,arrière-champ
cradling,berceau
wenn,quand
filmmakers,cinéastes
panhandling,mendicité
reticence,réticence
acetaminophen,acétaminophène
hubcap,enjoliveur
snuffles,reniflements
twitched,tressaute
iblis,iblis
rathole,trou à rats
spearheading,fer de lance
preeminent,prééminent
psp,psp
sweetmeats,confiseries
rendell,rendell
abit,un peu
must-have,indispensable
frustrates,frustre
asclepius,Asclépios
codenamed,nom de code
codpiece,braguette
coups,coups
lattin,latin
funneling,entonnoir
unfasten,détacher
aldebaran,aldébaran
swirled,tourbillonnant
giotto,Giotto
schiffer,Schiffer
ripening,maturité
shanker,shanker
musings,réflexions
insurers,assureurs
quasi,quasi
cleves,clives
yokosuka,Yokosuka
techie,technicien
ledoux,Ledoux
episcopal,épiscopal
fads,modes
aca,aca
meadowlark,alouette des prés
landmass,masse terrestre
cannelloni,cannelloni
dep,dépôt
auden,Auden
shinn,shinn
quilted,matelassé
minaret,minaret
esper,esper
shuddered,frissonna
self-denial,abnégation
sympathized,sympathisé
bedouins,bédouins
sumerians,Sumériens
mascarpone,mascarpone
bunkie,couchette
ravenswood,bois de corbeau
discolored,décoloré
obscenely,obscènement
deads,morts
rubinstein,Rubinstein
stagehand,machiniste
tisdale,tisdale
mollusk,mollusque
anaemic,anémique
knickerbocker,knickerbocker
lactic,lactique
refit,rénovation
pelting,bombardement
gb,GB
ridgefield,Ridgefield
partitions,cloisons
feld,feld
capillary,capillaire
novi,nouveau
reinhard,Reinhard
repertory,répertoire
opting,choisir
supersedes,remplace
brower,navigateur
prepubescent,prépubère
backstab,trahison
dinks,boissons
starke,starke
traversed,traversé
anally,analement
whitehorse,Cheval blanc
codenamed,nom de code
capitalized,capitalisé
lubitsch,lubitsch
gyros,gyros
vieux,vieux
cebu,Cebu
angelino,Angelino
jarrah,jarrah
quattro,quattro
pabst,Pabst
gushes,jaillit
waugh,Waugh
restricts,restreint
arima,arima
montreuil,Montreuil
moshi,Moshi
scammer,escroc
toadstool,champignon vénéneux
cronin,cronine
shelving,rayonnage
altan,altan
outranks,surpasse
rosi,rosi
gaffe,gaffe
denier,denier
shaughnessy,Shaughnessy
kot,kot
agave,agave
crabbing,pêche aux crabes
beppe,Beppe
chickpea,pois chiche
incineration,incinération
wass,était
sauer,Sauer
pint-sized,de petite taille
wushu,wushu
self-discovery,découverte de soi
sisters-in-law,belles-sœurs
etruscans,Étrusques
aubry,Aubry
bytes,octets
cowgirls,cowgirls
gingham,vichy
repellant,répulsif
antipathy,antipathie
salespeople,vendeurs
cognizant,conscient
non-veg,non végétarien
randa,Randa
gtr,gtr
armadillos,tatous
syncope,syncope
mottram,Mottram
merest,plus
facades,façades
placido,placido
tern,sterne
innes,innes
rodolphe,Rodolphe
unburdened,déchargé
woodie,bois
hemostat,hémostatique
dockyard,chantier
ionized,ionisé
internships,stages
bernt,Berne
concurrent,concurrent
criminologist,criminologue
scruggs,scruggs
quod,quod
biographical,biographique
comedown,descendre
neutralizes,neutralise
grazers,herbivores
acclimated,acclimaté
nto,nto
nozzles,buses
authored,auteur
aborigine,aborigène
gymnastic,gymnastique
dewan,dewan
xs,xs
gussy,gussy
doorsteps,seuils de porte
overcoats,manteaux
albans,Albans
mura,mura
bursitis,bursite
bronzer,bronzant
guestroom,chambre d'hôtes
blanketed,couverture
councilors,conseillers
alpacas,alpagas
herz,cœur
minogue,Minogue
naturalistic,naturaliste
alfaro,Alfaro
brazier,brasero
houser,maison
mixtures,mélanges
anti-inflammatory,anti-inflammatoire
banjos,banjos
nosed,nez
stendhal,Stendhal
pye,pye
internist,interniste
ginkgo,ginkgo
intimacies,intimités
goaded,incité
schmo,schmo
hendry,Hendry
distillation,distillation
confounding,confusion
bloodthirsty,sanguinaire
huss,huss
levees,digues
vesper,vêpres
dished,plats
pluses,points positifs
pirating,piratage
lave,lave
afterbirth,placenta
worrywart,inquiétude
reverting,revenant
abscond,prendre la fuite
parsifal,parsifal
presbytery,presbytère
stoat,hermine
mccloskey,McCloskey
ims,ims
passbook,livret d'épargne
kerwin,Kerwin
bunco,Bunco
giv,donner
gild,dorer
foist,imposé
earthen,en terre
directionality,directionnalité
letta,lettre
tonsillitis,amygdalite
pressurised,pressurisé
consents,consentements
brownlow,Brownlow
fairlie,juste
bandleader,chef d'orchestre
ramachandran,Ramachandran
compensates,compense
contaminant,contaminant
collate,collationner
schoolroom,salle de classe
beary,ours
blanch,blanchir
tottering,chancelant
hazed,bizuté
federica,Federica
roommate,colocataire
frenchwoman,française
paiute,paiute
cuca,cuca
self-criticism,autocritique
glamor,charme
arminius,Arminius
dt,dt
altos,altos
butternut,courge butternut
britannica,britannica
zoolander,Zoolander
phish,hameçonnage
smirnoff,Smirnoff
piraeus,piraeus
weeded,désherbé
advertises,annonce
corliss,Corliss
culloden,Culloden
quarterfinals,quarts de finale
endive,endive
regressing,régression
souped-up,amélioré
shrift,shrift
goeth,va
wac,wac
whoreson,putain
hinds,biches
arcadian,arcadien
scrupulously,scrupuleusement
year-long,une année entière
humvees,humvees
jemmy,Jemmy
hemorrhages,hémorragies
suckled,allaité
mythologies,mythologies
six-shooter,six-coups
drogo,drogo
wolly,laineux
communicable,transmissible
age-appropriate,adapté à l'âge
mallick,mallick
clued,indices
hermanos,frères
dickensian,Dickensien
headrest,appui-tête
consuls,consuls
lunges,fentes
kilburn,Kilburn
energizer,énergisant
wisps,des volutes
mountford,Mountford
weissman,Weissman
solomons,Salomons
halfwits,imbéciles
ricard,Ricard
reverberating,résonnant
nonnegotiable,non négociable
tah,tah
haver,avoir
tatar,tatar
urs,urs
infuriates,exaspère
widget,widget
eas,facile
erecting,construction
antemortem,antemortem
rebooted,redémarrage
mcnaughton,McNaughton
laurin,laurin
fill-in,remplir
bad-boy,mauvais garçon
greyson,Greyson
heros,héros
reebok,Reebok
micromanage,microgestion
sumer,été
take-home,à emporter
colonist,colon
personalize,personnaliser
liquidating,liquidation
friended,amis
donnell,Donnell
vander,vander
hulking,lourdaud
bayer,Bayer
nouvelle,nouvelle
opel,Opel
sublevel,sous-niveau
licentious,licencieux
rigatoni,rigatoni
alr,déjà
aina,aina
northrup,Northrup
encode,encoder
monza,Monza
recedes,recule
topsail,hunier
presidio,presidio
greville,Gréville
videographer,vidéaste
bathurst,Bathurst
knightly,chevaleresque
marwood,Marwood
mable,mable
sparrowhawk,épervier
basu,basu
gumdrop,bonbon gélifié
apollonia,Apollonie
molyneux,molyneux
tring,entraînement
sours,acides
tutto,tout
kw,kw
bleek,sordide
hieroglyphic,hiéroglyphique
tiernan,Tiernan
bric-a-brac,bric-à-brac
ablutions,ablutions
hairier,plus poilu
alessio,Alessio
soft-spoken,voix douce
inborn,inné
bronstein,Bronstein
lose-lose,perdant-perdant
curly-haired,cheveux bouclés
partaking,participer
uncircumcised,incirconcis
selassie,Sélassié
hanker,désir
interspecies,interespèces
instep,cambrure
satiated,rassasié
vina,vina
cognacs,cognacs
sunburnt,hâlé
inviolable,inviolable
cradles,berceaux
maidenhead,virginité
pica,pica
prichard,prichard
carrick,Carrick
escapism,l'évasion
nda,nda
rejuvenating,rajeunissant
abductees,personnes enlevées
fy,fy
toole,outil
sneezy,éternuer
apoplexy,apoplexie
gorham,Gorham
tpa,tpa
normalize,normaliser
srinagar,Srinagar
creationism,créationnisme
coto,coto
diefenbaker,Diefenbaker
doppelgangers,sosies
underweight,insuffisance pondérale
waddles,dandinement
laze,paresser
bipedal,bipède
misdemeanour,délit
trapani,trapani
cutouts,découpes
flatfooted,pieds plats
osterman,osterman
attainable,réalisable
sceptic,sceptique
crucifying,crucifier
franke,Franke
utilitarian,utilitaire
sondheim,Sondheim
blunted,émoussé
inlay,incruster
issei,Issei
swati,Swati
broadsword,glaive
voiceprint,empreinte vocale
belafonte,Belafonte
intermediaries,intermédiaires
misnomer,terme impropre
get-togethers,réunions
homeschooling,instruction à domicile
saner,plus sain
jiggles,gigote
houten,Houten
novo,nouveau
muchacha,muchacha
counterterrorism,contre-terrorisme
brittney,Britney
keywords,mots-clés
otero,otero
mufti,mufti
honest-to-goodness,sincèrement
poste,poste
permeated,imprégné
guttenberg,Guttenberg
rowers,rameurs
fixings,fixations
kolkhoz,kolkhoz
undersecretary,sous-secrétaire
tinkers,bricoleurs
grazes,pâturages
habe,avoir
generalized,généralisé
caning,coups de canne
procrastination,procrastination
rotational,rotationnel
sheeran,Sheeran
catchphrases,slogans
retardation,retardement
remorseless,sans remords
borodin,borodine
creeds,croyances
bina,bina
genocidal,génocidaire
niemeyer,Niemeyer
city-states,cités-États
pouncing,bondissant
shareef,Shareef
clintons,Clinton
oligarchy,oligarchie
ashur,ashur
adolphus,Adolphe
wettest,le plus humide
scrimp,lésiner
newtown,Nouvelle ville
cooperman,Cooperman
tristate,tristate
cricketers,joueurs de cricket
a2,a2
calaveras,calaveras
stilwell,Stillwell
thumbnail,vignette
martineau,Martineau
foremen,contremaîtres
wispy,vaporeux
carnie,forain
bridgehead,tête de pont
beaux,beaux
ashanti,ashanti
harangue,harangue
obata,obata
fisting,fisting
wigan,Wigan
repairmen,réparateurs
kreuger,kreuger
gainst,contre
rou,rou
overstay,séjour illégal
norther,nord
c-span,c-span
adra,adra
tetracycline,tétracycline
blakey,Blakey
masterly,magistral
airbus,Airbus
aaronson,Aaronson
redistribute,redistribuer
menken,menken
hilarity,hilarité
keough,Keough
iki,iki
irreparably,irréparablement
force-feed,alimentation forcée
bindi,bindi
skits,sketchs
celestina,Célestine
expiring,expirer
gish,gish
compendium,compendium
galoot,galoot
infantryman,fantassin
rigo,rigo
bonilla,bonilla
mycenae,Mycènes
stepdaughter,belle-fille
vouching,cautionnement
accelerators,accélérateurs
worser,pire
whi,avec
flamed,flamme
webcast,webdiffusion
major-league,ligue majeure
geologically,géologiquement
landless,sans terre
haviland,Haviland
breakneck,à toute allure
rapa,rapa
unhitch,dételer
rockabilly,rockabilly
visualized,visualisé
sawn,scié
eastwards,vers l'est
dingleberry,dingleberry
aquamarine,bleu vert
starry-eyed,les yeux brillants
squirrely,écureuil
unsuited,inapte
fancying,envie
squaws,squaws
blackmore,Blackmore
toland,pays
fujian,Fujian
kandy,bonbons
top-up,recharge
second-story,deuxième étage
aromas,arômes
coda,coda
mesmerize,hypnotiser
jocasta,Jocaste
beekeeping,apiculture
greeter,hôte
emptier,vider
enclosures,enceintes
nata,nata
textured,texturé
lemony,citronné
double-breasted,croisé
self-satisfied,autosatisfait
somerville,Somerville
emotive,sensible
mondrian,Mondrian
viciousness,méchanceté
tarquin,tarquin
freyja,Freyja
sida,sida
bayley,Bayley
alphonso,Alphonse
gastronomic,gastronomique
detachable,détachable
tough-guy,dur à cuire
crusted,croûteux
arbuthnot,arbuthnot
kumquats,kumquats
gnashing,grincements
prefab,préfabriqué
forgivable,pardonnable
femmes,femmes
maro,maro
babak,babak
saa,saa
lett,lettre
ghandi,Gandhi
squeaky-clean,propre comme un sou neuf
shunted,shunté
howitzer,obusier
displacing,déplacer
loam,terreau
golgotha,Golgotha
frappuccino,frappuccino
channelled,canalisé
dethrone,détrôner
posit,postuler
blockaded,bloqué
shallower,moins profond
nicaraguan,nicaraguayen
self-fulfilling,prophétie autoréalisatrice
jockeying,jockey
scornful,méprisant
mesmerising,fascinant
abelard,Abélard
cosme,cosmétiques
cun,cun
chaperoned,chaperonné
sedans,berlines
trevelyan,trevelyan
asshat,connard
fois,fois
prefontaine,préfontaine
fraudster,escroc
overplayed,surjoué
emeritus,émérite
unionist,unioniste
bullfights,corridas
celadon,céladon
schlepping,transport
hankies,mouchoirs
humanistic,humaniste
cheviot,cheviot
analogous,analogue
echigo,échigo
networked,réseau
trudge,marche pénible
yearling,yearling
drysdale,Drysdale
lotz,lotz
homily,homélie
afonso,Afonso
pullout,extracteur
tante,tante
tenderfoot,novice
kerfuffle,désordre
great-grandchildren,arrière-petits-enfants
heeled,talons
nbsp,nbsp
metastasis,métastase
hiko,hiko
ethylene,éthylène
rivington,Rivington
novocaine,novocaïne
gett,obtenir
enthralling,captivant
kitch,cuisine
tipple,boire
hankey,mouchoir
entangle,emmêler
budgetary,budgétaire
vertebrate,vertébré
anzac,Anzac
lonergan,Lonergan
rausch,rausch
tutti-frutti,tutti-frutti
lillehammer,Lillehammer
subtracting,soustraire
meis,meis
transpires,transpire
rameses,Ramsès
performance-enhancing,amélioration des performances
quasars,quasars
patronized,patroné
samo,samo
bathory,bathory
shyly,timidement
seductively,séduisant
adhesions,adhérences
voigt,Voigt
rower,rameur
suriname,Suriname
calabrese,calabrais
ababa,Ababa
chungking,Chungking
mouton,mouton
ecologist,écologiste
hour-long,une heure
journeying,voyage
ashen,cendré
lollies,bonbons
entomology,entomologie
maidan,maidan
coldhearted,cœur froid
stewardship,intendance
engle,engle
rabat,Rabat
ably,habilement
retrofitted,rénové
shani,Shani
ector,acteur
page-turner,page-turner
contorted,contorsionné
motorways,autoroutes
arcing,arcs
senhora,Senhora
caterwauling,hurlements
cloven,fendu
reindeers,rennes
tills,caisses
sens,sens
shipman,marin
conforming,conforme
tabi,tabi
kym,Kym
eavesdropped,écoute aux portes
poss,poss
tuareg,touareg
strachan,strachan
drawl,traîner
week-long,une semaine
unforeseeable,imprévisible
showpiece,joyau
averell,averell
arielle,Arielle
carbone,carbone
gauchos,gauchos
enveloping,enveloppant
putt-putt,mini-golf
confit,confit
double-date,double rendez-vous
scribbler,gribouilleur
telemarketer,télévendeur
bunghole,trou du cul
noto,noto
distill,distiller
unravels,se défait
nonchalance,nonchalance
cuevas,grottes
slivers,éclats
layabout,fainéant
jeer,railler
dullness,platitude
imprinting,empreinte
obscuring,obscurcissant
arrondissement,arrondissement
cassis,cassis
rapacious,rapace
nib,plume
counteroffer,contre-offre
all-nighters,nuits blanches
hatchling,nouveau-né
focussed,concentré
litmus,tournesol
dancy,danse
faint-hearted,pusillanime
norn,norn
nickel-and-dime,nickel et dime
casas,casas
burnley,Burnley
threadbare,râpé
gilley,Gilley
kashima,Kashima
audits,audits
multicolored,multicolore
meanies,méchants
shunning,éviter
benzodiazepine,benzodiazépine
sehr,sehr
clansmen,membres du clan
alleles,allèles
cockburn,Cockburn
hok,hok
eighty-two,quatre-vingt-deux
nieman,Nieman
azimuth,azimut
sira,Siraï
kasai,kasai
briskly,vivement
auvergne,Auvergne
inconveniencing,gênant
envying,envieux
toblerone,Toblerone
leica,Leica
bauhaus,Bauhaus
phenom,phénomène
baser,baser
fothergill,fothergill
weathering,érosion
tura,toura
itineraries,itinéraires
negress,Noire
hieronymus,Hiéronyme
stopgap,solution de transition
narciso,narciso
muscle-bound,musclé
contends,soutient
afeard,peur
papist,papiste
jiving,jive
tko,tko
iwasaki,iwasaki
subzero,subzéro
brawny,musculeux
cockfighting,combats de coqs
discards,rejets
aerodrome,aérodrome
undercurrent,courant sous-jacent
solan,solan
seco,seco
dufour,Dufour
dogmatic,dogmatique
objectified,objectifié
foi,foi
lemuel,Lemuel
alexandrine,alexandrin
cecelia,Cécile
asphyxiate,asphyxier
dispositions,dispositions
goiter,goitre
byte,octet
double-jointed,à double articulation
stickin-the-mud,englué dans la boue
antiviral,antiviral
mephisto,Méphisto
mom-and-pop,petits commerces familiaux
leicestershire,Leicestershire
unflinching,inébranlable
overhand,par-dessus
corporals,caporaux
monstrosities,monstruosités
end-stage,stade terminal
wracking,dévastateur
bregman,Bregman
abhorred,abhorré
jawline,mâchoire
sagebrush,armoise
inhalers,inhalateurs
adagio,adagio
hootenanny,Hootenanny
mullin,Mullin
finisher,finisseur
manky,sale
farrelly,Farrelly
graphically,graphiquement
woodpeckers,pics
parables,paraboles
bms,bms
papoose,porte-bébé
mah-jongg,mah-jongg
strozzi,strozzi
premiership,premiership
lengthened,allongé
nardi,nardi
counterintelligence,Contre-espionnage
carload,wagon
dermatitis,dermatite
martindale,Martindale
nutsy,fou
atc,atc
braise,braiser
short-circuited,court-circuité
manhandling,brutalité
damndest,sacré
dif,dif
gird,ceindre
dorsett,Dorsett
schoolbooks,manuels scolaires
baptizing,baptême
ved,ved
deftly,habilement
surfs,surf
esperanto,espéranto
creon,Créon
oxygenated,oxygéné
subsurface,sous-sol
serenading,sérénade
esma,esma
pompidou,Pompidou
lanyon,Lanyon
showoffs,frimeurs
rspca,RSPCA
transcending,transcender
ile,ile
gutman,Gutman
cockle,coque
agro,agro
wetzel,zel
haakon,Haakon
cashes,espèces
tuns,cymbales
blurs,flous
cut-rate,tarif réduit
bakewell,Bakewell
whippersnapper,freluquet
gusty,venteux
