you,Jij
decoupage,decoupage
wassail,drinkgelag
inequities,ongelijkheden
flied,vloog
mcdougall,McDougall
zala,zala
indelibly,onuitwisbaar
snotty-nosed,snotneus
depressors,onderdrukkers
selectmen,selectmen
withholds,houdt in
bere,bere
mobilising,mobiliseren
fishbein,visbeen
anatolian,Anatolisch
leaching,uitloging
tricolor,driekleur
piggybacked,meeliften
signatories,ondertekenaars
gaudi,gaudi
americanism,Amerikanisme
bellied,buik
giddings,giddings
brevet,brevet
baily,Baily
medeiros,medeiros
binomial,binomiaal
lampreys,prikkelvissen
kasbah,kasbah
msn,msn
pomerania,Pommeren
swelter,verstikkende hitte
spectroscope,spectroscoop
vl,vl
subordinated,ondergeschikt
mid-season,midden in het seizoen
footholds,steunpunten
thumbtack,punaise
soaker,doorweekt
badmouthed,kwaadspreken
coggins,coggins
fellahs,kerels
lamebrain,lamebrain
braz,braz
nightclub,nachtclub
mcgrew,mcgrew
gyroscopes,gyroscopen
re-investigate,heronderzoeken
neediness,behoeftigheid
bulle,stier
straggling,achterblijvers
idealize,idealiseren
nci,nci
rejoins,sluit zich weer aan
cauliflowers,bloemkool
garrotte,wurgkoord
ilium,darmbeen
goldenrod,guldenroede
costanzo,Costanzo
firebombing,brandbom
reverends,eerwaardes
rigours,ontberingen
pentonville,Pentonville
second-grade,tweede klas
oster,ezel
bretons,Bretons
comport,gedrag
bifurcation,bifurcatie
candiru,candiru
fatalism,fatalisme
internalized,geïnternaliseerd
ruminating,piekeren
bugaboo,boeman
detoured,omweg
counterproductive,contraproductief
excretion,uitscheiding
supplanted,vervangen
clearings,open plekken
stabilisation,stabilisatie
transection,doorsnijding
herby,hier
holidaying,vakantie
brindle,gestreept
geophysical,geofysisch
adornments,versieringen
kirschner,Kirschner
shires,graafschappen
waives,afstand doen van
toyoda,Toyota
manifestos,manifesten
arthropod,geleedpotige
millipedes,duizendpoten
pistorius,pistorius
nuzzling,knuffelen
tovarich,tovarich
whitefaced,bleekgezicht
insincerity,onoprechtheid
refitted,opnieuw ingericht
insolvency,insolventie
coyness,verlegenheid
clarksville,Clarksville
hat-trick,hattrick
stempel,stempel
spurns,verwerpt
weetabix,Weetabix
outranked,overtroffen in rang
rhombus,ruit
muggle,dreuzel
netanyahu,netanyahu
tabulated,tabel
slammers,slammers
noninvasive,niet-invasief
gummies,gummies
heartrending,hartverscheurend
freetown,vrijstad
pcb,printplaat
arnoux,arnoux
encloses,omsluit
autocrat,autocraat
barricading,barricaderen
railwaymen,spoorwegarbeiders
fringed,franjes
pisco,pisco
razing,sloop
dreamscape,droomlandschap
hewett,Hewett
designating,aanwijzen
decontaminate,ontsmetten
tamils,Tamils
romberg,Romberg
buttonholes,knoopsgaten
incharge,verantwoordelijk
tasters,proevers
no-fault,geen schuld
halfpenny,halve penny
mudflats,slikken
bottom-feeding,bodemvoedend
notifies,meldt
lupine,wolvin
ait,ait
papists,pausen
effaced,uitgewist
luminescence,luminescentie
streamer,wimpel
rectifying,corrigeren
showrooms,showrooms
framers,lijstenmakers
resurrects,herrijst
one-fourth,een kwart
transubstantiation,transsubstantiatie
blindsided,overrompeld
decant,decanteren
downplayed,gebagatelliseerd
aristotelian,aristotelisch
lindgren,Lindgren
wimple,kap
py,py
inflections,buigingen
cads,schurken
epiphanies,openbaringen
teratoma,teratoom
legionary,legionair
trailhead,beginpunt van het wandelpad
adelphi,adelphi
grandee,grandee
revelers,feestvierders
chevrons,chevrons
jockstraps,jockstraps
papeete,papier
corsa,corsa
balint,balint
sandinista,sandinista
ayana,Ayana
jetliner,straalvliegtuig
rhododendrons,rododendrons
kudu,koedoe
five-finger,vijfvingerig
frisch,frisch
identically,identiek
weli,weli
groom-to-be,bruidegom in spe
ronaldinho,Ronaldinho
handouts,hand-outs
fallowfield,braakliggend veld
ventana,venster
colour-coded,kleurgecodeerd
improbability,onwaarschijnlijkheid
aci,aci
koli,koli
skive,scheren
livened,levendig
cargos,ladingen
teargas,traangas
schulman,Schulman
shrivels,verschrompelt
moonlights,maanlichten
daydreaming,dagdromen
demps,demps
botts,bots
fill-up,vullen
bergere,bergere
glad-handing,handenschudden
snowbell,sneeuwklokje
kassel,Kassel
overstocked,overbevoorraad
intimating,insinuerend
bisexuality,biseksualiteit
stf,stf
dopers,dopinggebruikers
pitchblende,toonmengeling
rehearses,repeteert
diaphoretic,zweetdrijvend
albatrosses,albatrossen
unworldly,onwerkelijk
ihn,ihn
ombre,ombre
mediastinum,mediastinum
sheepdogs,herdershonden
snowdrifts,sneeuwduinen
resounded,weerklonk
barco,barco
cutthroats,moordenaars
whisperers,fluisteraars
aiba,aiba
awakenings,ontwakingen
chromatography,chromatografie
endives,witlof
coxcomb,hanenkam
yakutsk,Jakoetsk
millinery,hoedenmakerij
outfox,overtreffen
lapham,Lapham
catwalks,catwalks
vagus,nervus vagus
taranto,taranto
afterburners,naverbranders
turn-ons,opwindende dingen
prowled,zwierf rond
arundhati,Arundhati
gore-tex,gore-tex
linkages,verbindingen
eland,eland
h1,h1
cathie,Cathie
crackly,knisperend
rollout,uitrol
hhh,hhh
architecturally,architectonisch
anti-abortion,anti-abortus
arcana,geheimen
flowerpots,bloempotten
paranoids,paranoïde
manholes,putdeksels
hydrophobia,watervrees
savouring,genieten
four-point,vier punten
slights,kleine beledigingen
legroom,beenruimte
heifetz,heifetz
foolproof,onfeilbaar
well-thought-out,goed doordacht
thiele,Thiele
felicitous,gelukkig
conifer,naaldboom
subjectively,subjectief
libertines,libertijnen
ziggurat,ziggurat
rif,rif
midnights,middernachten
disinclined,onwillig
stinkweed,doornappel
amway,amway
badi,badi
lifecycle,levenscyclus
surabaya,Surabaya
yunis,yunis
transparently,transparant
genealogical,genealogisch
verney,verney
warthogs,wrattenzwijnen
brickyard,steenhouwerij
devolving,evolueren
upi,upi
microsecond,microseconde
birth-control,anticonceptie
ballrooms,balzalen
allister,Allister
philpott,philpott
lebaron,lebaron
boater,bootvaarder
begetting,voortbrengen
unselfishness,onzelfzuchtigheid
fibrillating,fibrillerend
literati,literaire
blumberg,Blumberg
calender,kalender
diversifying,diversificatie
one-person,één persoon
scrutinised,onder de loep genomen
goldeneye,goudoog
bookmobile,boekenbus
youngish,jong
coonskin,wasbeerhuid
all-right,oké
hollings,hollings
long-tailed,langstaart
regurgitation,oprisping
sahi,sahi
chappies,kerels
zang,zang
whereabout,waar
transformational,transformationeel
kulaks,koelakken
gonk,gonk
cromarty,cromarty
stock-market,aandelenmarkt
colobus,colobus
isan,isan
certifies,certificeert
parthenogenesis,parthenogenese
timm,tijd
v-day,Valentijnsdag
liber,liber
wingless,vleugelloos
bogeymen,boemannen
expats,expats
burgrave,burgrave
millay,Millay
uncharitable,onbarmhartig
bezoar,bezoar
heraldry,heraldiek
vitruvius,vitruvius
anti-nuclear,anti-nucleair
shaitan,shaitan
grandmother,grootmoeder
aare,aare
quizzed,ondervraagd
diamante,diamant
nooses,stropen
wilkens,wilkens
synthesise,synthetiseren
matchbooks,luciferdoosjes
manacled,geboeid
enjoin,gebieden
iphigenia,iphigenia
codependent,codependent
write-ups,beschrijvingen
moxley,Moxley
melas,melas
belarusian,Wit-Russisch
barehanded,blote handen
hotting,verhitting
searles,searles
gue,gast
hypertrophic,hypertrofisch
cutouts,uitsparingen
unequaled,ongeëvenaard
ephemera,efemera
ketcham,ketcham
lachrymose,tranende ogen
warwickshire,Warwickshire
polarised,gepolariseerd
travails,moeilijkheden
luminary,lichtpunt
illuminations,verlichting
tbi,tbi
second-string,tweede keus
tochigi,tochigi
morrisons,Morrisons
peg-leg,houten been
gratias,gratias
sightseers,toeristen
veau,kalf
macular,maculaire
apologist,apologeet
chuckled,grinnikte
wrangel,wrangel
briquettes,briketten
assai,assai
lipari,lipari
accomodate,accommoderen
mandal,mandal
cordis,cordis
unpolluted,onvervuild
unhcr,unhcr
ecologists,ecologen
fogel,fogel
misspell,spelfout
coronas,corona's
costantino,Costanto
partido,partido
reddened,rood
walloping,een verpletterende klap
siddons,siddons
gentlewomen,dames
expeditiously,snel
kilns,ovens
arbitrage,arbitrage
gunma,gunma
gentoo,gentoo
naiad,najade
rhinoceroses,neushoorns
sneakily,stiekem
klm,klm
fug,fug
troilus,troilus
alphanumeric,alfanumeriek
pollinating,bestuiving
amn,amn
expropriate,onteigenen
rouble,roebel
transfused,transfusie
fante,fante
nonexistence,niet-bestaan
championing,het verdedigen van
warranties,garanties
readjusted,opnieuw afgesteld
bakula,bakula
leather-bound,lederen band
emmerson,emmerson
shew,tonen
certifying,certificeren
guarda,guarda
moult,ruien
storefronts,winkelpanden
dustup,ruzie
woodcutters,houthakkers
fulford,Fulford
ghats,ghats
bodkin,priem
babbit,babbit
schooldays,schooldagen
unimpeded,ongehinderd
harpist,harpist
unlivable,onbewoonbaar
lenape,lenape
quickies,snelle hapjes
ennobled,veredeld
poulson,Poulson
ratliff,ratliff
nickel-plated,vernikkeld
double-digit,dubbelcijferig
interest-free,rentevrij
patroclus,patroclus
subprime,subprime
acrimony,bitterheid
caus,oorzaak
irrelevance,irrelevantie
cil,cil
amaz,geweldig
uninspiring,inspiratieloos
rosing,rozen
decurion,decurion
seda,seda
refereeing,scheidsrechter
amethysts,amethisten
dumbness,domheid
percussionist,percussionist
low-ranking,laaggeplaatst
mccrea,McCrea
warrantless,zonder bevelschrift
hesitancy,aarzeling
attar,attar
phenytoin,fenytoïne
fdic,fdic
figo,figo
rubber-stamp,rubberen stempel
wintour,wintour
somalian,Somalisch
mockup,mockup
dockyards,scheepswerven
sunbed,zonnebank
big-girl,groot meisje
videoed,gefilmd
pge,pagina
nikkei,nikkei
hoople,hoepel
combat-ready,gevechtsklaar
boozers,drinkers
assa,assa
tax-exempt,belastingvrij
phin,phin
nutt,noot
lapin,konijn
inducer,inductor
netizens,internetgebruikers
faversham,Faversham
moline,moline
electrification,elektrificatie
unfailingly,onfeilbaar
swire,draad
wolof,wolof
kluger,Kluger
staveley,Staveley
nickelback,nikkelback
ores,ertsen
petrucci,petrucci
synthesised,gesynthetiseerd
situate,plaatsen
apolo,excuses aanbieden
compostela,compostela
capitalization,kapitalisatie
elbowing,elleboog
mouser,muis
centerville,centrum
phishing,phishing
bratz,bratz
klay,klei
mallets,hamers
well-taken,goed ontvangen
almagro,almagro
first-generation,eerste generatie
flyovers,viaducten
rampur,rampur
clenches,klemmen
tolled,tolheffing
benelli,Benelli
pythia,pythia
intensifier,versterker
shaftesbury,shaftesbury
crowd-pleaser,publiekslieveling
big-eyed,grote ogen
longhand,met de hand geschreven
evensong,avondlied
repercussion,gevolg
waterproofing,waterdichting
ripoffs,oplichting
apollinaire,apollinaire
sledges,sleeën
vaccinating,vaccineren
interceded,bemiddeld
mgb,mgb
capris,capri's
bahamian,Bahamaans
bernards,Bernards
copland,Copland
rochambeau,rochambeau
rais,rijzen
bons,bons
geld,geld
albemarle,albemarle
crocus,krokus
dreamcatcher,dromenvanger
chasuble,kazuifel
misfortunate,ongeluk
lunchtime,lunchtijd
mostyn,mostyn
tendonitis,tendinitis
ephron,ephron
dovetail,zwaluwstaart
chalks,krijt
urich,urich
amazonas,Amazone
risperidone,risperidon
liens,pandrechten
moodie,humeurig
notarize,notarieel bekrachtigen
ayub,ayub
canape,hapje
charnel,knekel
handjobs,handelingen
henke,Henke
post-punk,post-punk
edgemont,randmont
two-block,twee blokken
stepchildren,stiefkinderen
innocent-looking,onschuldig ogend
moseying,slenteren
inpatient,opgenomen patiënt
pirandello,pirandello
sno,sneeuw
coster,kosten
hardboiled,hardgekookt
plaice,schol
obsessional,obsessief
pegging,pegging
heart-stopping,hartverlammend
immobilise,immobiliseren
lengthening,verlenging
penfield,penfield
low-cal,caloriearm
utes,utes
underthings,ondergoed
fakirs,fakirs
meat-eater,vleeseter
phone-call,telefoongesprek
mothballed,in de mottenballen gestopt
gmt,gmt
salubrious,heilzaam
mulla,mulla
andante,andante
canucks,Canadezen
goby,goby
dippers,lepels
beachside,strand
ribble,ribbels
earthworks,grondwerken
zealously,ijverig
fully-fledged,volwaardig
retracts,trekt zich terug
determinism,determinisme
behring,behring
damns,verdoemd
syncs,synchroniseert
metalworker,metaalbewerker
mcclean,McClein
cuyahoga,cuyahoga
braising,stoven
calmest,kalmste
walloped,afgeranseld
syrupy,stroperig
cockfights,hanengevechten
cerise,kersenrood
tind,tind
variola,pokken
tonite,vanavond
long-stemmed,langstelig
bokassa,bokassa
migrates,migreert
ries,ries
uke,ukelele
ordo,ordo
star-shaped,stervormig
pedis,pedis
treacherously,verraderlijk
waggling,wiebelend
insomniacs,slapelozen
chandrasekhar,Chandrasekhar
oviedo,oviedo
bergson,bergson
ampoule,ampul
interment,begrafenis
cocoanut,kokosnoot
sumatran,Sumatraanse
pennie,pennie
thunderball,donderbal
tecate,tecate
mcginn,mcginn
lovesickness,liefdesverdriet
hoardings,reclameborden
espouse,echtgeno(o)t(e)
stagnating,stagnatie
harriett,Harriett
siting,locatie
bolstering,versterking
hele,hele
calcification,verkalking
lamartine,lamartine
zoomer,zoomer
cobs,maïskolven
regrowth,hergroei
deana,Deana
preempt,voorrang
kitbag,plunjezak
chartwell,Chartwell
baler,balenpers
baaing,geblaat
classifies,classificeert
dania,Dania
industrialisation,industrialisatie
interstitial,interstitieel
catgut,catgut
neckerchief,halsdoek
olivine,olivijn
anal-retentive,anaal-retentief
garbanzo,kikkererwten
pedestals,sokkels
babysits,babysitters
curler,kruller
cosas,dingen
anti-immigration,anti-immigratie
barbour,barbour
toffee-nosed,toffee-neus
onix,onix
quist,quiz
end-of-the-year,einde van het jaar
freedom-loving,vrijheidslievend
ebullient,uitbundig
butt-fuck,anaal neuken
chicken-hearted,lafhartig
virchow,Virchow
begorra,begorra
quantifiable,kwantificeerbaar
stunners,verbluffende
penitentiaries,gevangenissen
foward,vooruit
darkling,verduistering
ribald,schunnig
diez,diez
odes,odes
balenciaga,Balenciaga
squirter,spuiter
eschew,vermijden
kalinga,kalinga
leaver,vertrekkende
proscribed,verboden
toddies,toddies
deathbed,sterfbed
dismissals,ontslagen
mep,mep
inducements,aansporingen
sachets,zakjes
sugarcoat,suikerlaag
lessening,vermindering
moff,moff
critiquing,kritiek
trost,trost
kinnear,verwant
syndromes,syndromen
inconsiderable,onbeduidend
high-tops,hoge sneakers
metatarsal,middenvoetsbeentje
boyfriend,vriend
belgrano,belgrano
gasman,meteropnemer
chloroformed,gechloroformeerd
dry-cleaners,stomerijen
syn,syn
phraseology,fraseologie
coachmen,koetsiers
fermilab,fermilab
trammel,trammel
bleeped,piepte
beamers,beamers
ots,ots
monkshood,monnikskap
family-style,familiestijl
expandable,uitbreidbaar
shilly-shallying,aarzelen
spermatozoa,zaadcellen
krim,krim
excitements,opwinding
bottom-feeders,bodemvoeders
septal,septale
gros,gros
goyim,goyim
ccp,ccp
mechanization,mechanisatie
gaullist,gaullist
monteverde,Monteverde
moonie,maantje
bavarians,Beieren
jilt,verlaten
dawid,dawid
droit,droit
dickhead,klootzak
thiopental,thiopental
unchaperoned,zonder begeleiding
insufficiently,onvoldoende
gunnel,boordrand
symmetrically,symmetrisch
impressionistic,impressionistisch
photoelectric,foto-elektrisch
mezuzah,mezoezah
decommissioning,ontmanteling
jigsaws,puzzels
bipeds,tweevoeters
choate,choate
pepsi-cola,Pepsi-Cola
repatriate,repatrieer
jepson,Jepson
bunching,groepering
html,html
chorale,koraal
moffitt,Moffitt
wretchedly,ellendig
makar,makar
maxson,maxson
submersibles,onderzeeërs
osan,osan
cimino,cimino
cuvee,cuvée
dreadnoughts,slagschepen
exhort,aansporen
remodelled,verbouwd
dhe,dhe
off-hours,buiten de reguliere werktijden
knotting,knopen
borger,borger
pseudoephedrine,pseudoefedrine
footballing,voetbal
sterilisation,sterilisatie
paquette,paquette
bedsprings,bedveren
wakeman,wakeman
instills,boezemt in
emad,emad
shouty,schreeuwerig
seabury,zeebeuk
wist,wist
dagos,dagos
squalling,krijsen
luzon,Luzon
cut-price,afgeprijsd
kingsford,Kingsford
pennywise,pennywise
crated,in krat
inking,inkten
striven,gestreefd
hollinger,hollinger
erg,erg
quintals,kwintalen
whoof,wie
wrongdoers,misdadigers
tarja,Tarja
marketeer,marketeer
bleacher,tribune
trios,trio's
teagan,Teagan
sheepfold,schaapskooi
magnetometer,magnetometer
nar,nar
repeatable,herhaalbaar
preprogrammed,voorgeprogrammeerd
prettiness,schoonheid
radom,willekeurig
neutering,castratie
poofters,poefers
fluorescence,fluorescentie
embodying,belichaming
bleaker,somberder
swoons,flauwvalt
hemline,zoomlijn
damping,demping
bodrum,Bodrum
cannabinoids,cannabinoïden
gamelan,gamelan
lectern,lessenaar
backlight,achtergrondverlichting
bambini,bambini
gentrified,gentrificeerd
maillot,badpak
leu,leu
wildcard,joker
popinjay,ijdeltuit
aport,een haven
borsch,borsch
headstart,voorsprong
sun-drenched,zonovergoten
asch,asch
marketeers,marketeers
daughtry,stout
ridicules,spotten
imams,imams
masaka,masaka
restorations,restauraties
shit-hot,bloedheet
ragman,voddenman
chickasaw,kip
kickapoo,kickapoo
counterespionage,contraspionage
brandes,merken
subdivided,onderverdeeld
clinique,kliniek
gooden,goeden
agon,agon
enrolment,inschrijving
resistors,weerstanden
reorganise,reorganiseren
winship,winship
shoemakers,schoenmakers
loincloths,lendendoeken
junco,junco
oops-a-daisy,oeps-een-margriet
trouble-free,probleemloos
know-all,betweter
giron,giron
authoress,schrijfster
rogier,rogier
batboy,vleermuisjongen
binns,bakken
bourges,bourgeois
brekkie,ontbijt
cuckolding,overspel
malky,Malky
proportionately,proportioneel
preteen,pre-tiener
briand,Briand
streeter,straat
accra,Accra
rebreather,ademhalingsapparaat
wingmen,wingmen
orfeo,orfeo
psu,voeding
yapper,blaffer
glamourous,glamoureus
thumbprints,vingerafdrukken
jac,jac
widgeon,smient
bluefish,blauwvis
broadminded,ruimdenkend
tomislav,tomislav
blanton,Blanton
vaal,vaal
vexes,ergert
chicanos,Chicano's
allerton,Allerton
bh,bh
vira,vira
niacin,niacine
anti-semites,antisemieten
annecy,Annecy
bidi,bidi
ush,ush
ios,iOS
hyping,hypen
kefir,kefir
aan,een
revitalization,revitalisering
peretz,Peretz
cabman,koetsier
armbruster,armbruster
wayfarer,reiziger
rusticated,rustiek
guardroom,wachtkamer
mayotte,Mayotte
cultivates,cultiveert
grenville,Grenville
thousandfold,duizendvoudig
cardiogram,cardiogram
unhinge,ontwrichten
urania,Urania
snowstorms,sneeuwstormen
townley,Townley
baccalaureate,bachelordiploma
breakdance,breakdance
bellwether,voorbode
cannibalize,kannibaliseren
cashiered,kassier
perforating,perforeren
partook,nam deel
muffed,gemuffd
intermingled,vermengd
post-coital,na de geslachtsgemeenschap
thir,hun
crocheting,haken
davor,davor
fairweather,mooiweer
cambria,cambria
characterizes,kenmerkt
ois,ois
headcount,personeelsbestand
lunging,uitvallen
participle,deelwoord
assiduously,nauwgezet
tiepolo,tiepolo
ague,koorts
funning,funning
handsomeness,knappe
cost-cutting,kostenbesparing
osteosarcoma,osteosarcoom
kalil,kalil
pavone,pavone
brickell,Brickell
bridgework,brugwerk
recycler,recycler
tako,tako
irst,eerste
telegraphing,telegraferen
gavotte,gavotte
durex,durex
rerouting,omleiding
disarms,ontwapenen
biogenic,biogeen
e-commerce,e-commerce
oversea,overzee
unitarian,unitaristisch
irretrievable,onherstelbaar
puzzlement,verwarring
tangents,raaklijnen
recreates,recreëert
self-supporting,zelfvoorzienend
cayo,cayo
barbwire,prikkeldraad
barbells,halters
demonology,demonologie
dinkins,dinkins
mapuche,Mapuche
kaliningrad,Kaliningrad
sartorius,sartorius
squealers,gillende mensen
runners-up,tweede plaatsen
snowblower,sneeuwblazer
mome,moment
arguable,betwistbaar
illusionary,illusie
appia,appia
simplification,vereenvoudiging
forza,forza
jerker,rukker
ashikaga,ashikaga
verbose,breedsprakig
sande,zand
goddaughter,peetdochter
preseason,voorseizoen
tender-hearted,tederhartig
scampered,rende weg
unk,onbekend
interrogates,ondervraagt
masseurs,masseurs
hampering,belemmeren
outdated,verouderd
thinness,dunheid
overwrite,overschrijven
scrunchies,haarelastiekjes
defibrillate,defibrilleren
cromer,cromer
sicked,ziek
pensioned,gepensioneerd
lujan,Lujan
demonically,demonisch
keach,keach
red-carpet,rode loper
skyhawk,Skyhawk
chastisement,kastijding
imac,iMac
careen,kop
rectification,rectificatie
arq,arq
ascher,ascher
klotz,klotz
cantonment,kantonnement
equalized,gelijkgesteld
scrimped,bezuinigd
phone-in,telefonische deelname
banalities,banaliteiten
malan,malan
smallwood,kleinhout
languedoc,languedoc
e2,e2
hog-tie,vastbinden
bookkeeper,boekhouder
imaged,afgebeeld
direst,nijpendste
astoundingly,verbazingwekkend
swashbuckler,zwaardvechter
piaget,Piaget
compounder,samensteller
sry,sorry
inchworm,rups
biv,biv
dni,dni
shanties,krotten
warbird,oorlogsvogel
diocesan,diocesaan
lynchburg,Lynchburg
fukuyama,fukuyama
guntur,Guntur
nail-biting,nagelbijten
arran,arran
globus,globus
shart,hart
profitably,winstgevend
leveller,nivelleermachine
takata,takata
treadmills,loopbanden
teg,teg
titter,giechelen
locky,locky
whitsun,Pinksteren
packhorse,pakpaard
teruel,teruel
pigeonholed,in een hokje geplaatst
vortexes,wervels
nonspecific,niet-specifiek
invertebrate,ongewervelde
multicolored,veelkleurig
palpitation,hartkloppingen
ligation,ligatie
irritations,irritaties
sachsenhausen,Sachsenhausen
plies,lagen
personify,verpersoonlijken
bronchi,bronchiën
accented,geaccentueerd
daemons,demonen
familiarized,vertrouwd gemaakt
matzah,matzah
temperaments,temperamenten
snorkelling,snorkelen
paperbacks,paperbacks
goatskin,geitenvel
swinish,zwijnachtig
porkpie,varkenspastei
pancaked,pannenkoek
knebworth,Knebworth
griffey,Griffey
rotherham,Rotherham
cronk,cronk
brenton,Brenton
de-stress,ontstressen
artilleryman,artillerist
tgif,tgif
straightener,stijltang
raiment,kleding
cementing,cementeren
obnoxiously,op een vervelende manier
rohm,rohm
thwaites,Thwaites
ecru,ecru
jone,jone
cometary,komeet
brianne,Brianne
brawlers,vechtersbazen
link-up,verbinding
eyeholes,oogopeningen
single-parent,eenoudergezin
fite,vecht
mackin,mackin
vegetarianism,vegetarisme
lma,lol
dependability,betrouwbaarheid
strafed,beschoten
albano,Albano
sealer,afdichtmiddel
booboos,booboos
self-starter,zelfstarter
redcap,roodkap
transitive,transitief
oscillate,oscilleren
riveter,klinknagelaar
marbling,marmering
spangle,lovertje
bengals,bengaals
racialist,racist
joly,vrolijk
legalised,gelegaliseerd
gestational,zwangerschap
odense,Odense
lugubrious,somber
straightly,rechtstreeks
suda,suda
cermak,cermak
profuse,overvloedig
high-low,hoog-laag
shipshape,keurig in orde
sancta,heiligdom
mollusc,weekdier
unreleased,niet uitgebracht
countersuit,tegeneis
objectification,objectivering
brooded,broedde
datin,daten
belling,bellen
barkeeper,barman
respectably,respectabel
gome,gome
thornburg,Thornburg
noncommissioned,niet-gecommissioneerd
ablation,ablatie
monta,monta
spattering,spetteren
cryptogram,cryptogram
dera,dera
sidetrack,zijspoor
stumping,uit de grond steken
jinan,Jinan
plantar,plantaire
refire,opnieuw aansteken
pre-christian,voorchristelijk
four-wheeler,vierwieler
blackish,zwartachtig
macbook,MacBook
afl,afl
impulsiveness,impulsiviteit
winder,winder
jodhpurs,rijbroek
supercomputers,supercomputers
bastide,bastide
riggers,tuigage-experts
stepbrothers,stiefbroers
plateful,bord vol
sandys,Sandy's
free-form,vrije vorm
pex,pex
elitism,elitisme
whetstone,wetsteen
tabla,tabla
inaccuracy,onnauwkeurigheid
rip-roaring,daverend
annunziata,Annunziata
nimbly,behendig
striping,strepen
septicaemia,septikemie
scratchers,krabbers
freeport,vrijhaven
halogen,halogeen
ql,ql
cmp,cmp
faroe,Faeröer
misquote,verkeerd citeren
rabelais,rabelais
izzard,maag
blinkered,oogkleppen
pulseless,pulseloos
twenty-fifth,vijfentwintigste
barest,minimaal
staycation,staycation
terminators,terminators
backstairs,achtertrap
misjudging,verkeerde inschatting
deaden,afstompen
pestilent,pestilent
nilo,nilo
civil-rights,burgerrechten
wowing,verbluffend
mentee,mentee
ubuntu,Ubuntu
dugdale,dugdale
palimpsest,palimpsest
eliott,Eliot
vertex,hoekpunt
full-out,voluit
partiality,partijdigheid
name-brand,merknaam
blue-ribbon,blauwe lint
standins,stand-ins
tatler,roddelaar
thana,thana
suffix,achtervoegsel
toque,toque
piedra,piedra
sampras,sampras
hibernated,winterslaap
badal,badal
radicchio,radicchio
telegraphs,telegrafen
townsman,stadsbewoner
entente,Entente
peronist,peronist
tehachapi,tehachapi
minor-league,minor league
bamako,bamako
kuna,kuna
hurtled,geslingerd
nunavut,Nunavut
marimba,marimba
breadcrumb,paneermeel
upstair,boven
chacon,chacon
enliven,verlevendigen
burnet,brandnetel
mccreary,McCreary
wallen,muur
levesque,levesque
bullfrogs,brulkikkers
steadied,gestabiliseerd
artesian,artesisch
epically,episch
interfaced,interface
choses,kiest
reflexology,reflexologie
recapitulate,samenvatten
blowy,winderig
marm,marm
cameos,cameo's
organisational,organisatorisch
nighter,nachter
offloaded,uitgeladen
porcine,varkensachtig
blau,blauw
payphones,openbare telefoons
ibbotson,ibbotson
posada,posada
rodham,Rodham
blue-blooded,blauwbloedig
undistinguished,onopvallend
understudies,ondergeschikten
buckteeth,uitstekende tanden
anti-inflammatories,ontstekingsremmers
fireplug,brandkraan
health-food,gezonde voeding
hypothesize,hypothesen
returnees,terugkeerders
bejeweled,versierd met juwelen
fishtail,visstaart
thuggish,tuigachtig
falconry,valkerij
ath,ath
hough,Hough
huguenot,Huguenot
fron,van
svenska,svenska
pestis,pestis
sashaying,zwierig
blackboards,schoolborden
basildon,Basildon
indochina,Indo-China
beane,boon
investiture,investituur
crime-fighter,misdaadbestrijder
toughs,stoere gasten
bucktooth,uitstekende tand
askari,askari
inverting,omkeren
sert,invoegen
breaky,ontbijt
accordionist,accordeonist
zygote,zygote
voc,voc
vang,vang
salutary,heilzaam
drin,drinken
high-yield,hoog rendement
co-hosting,mede-presenteren
holey,gaten
latigo,latigo
prepositions,voorzetsels
barrera,barrera
swimming-pool,zwembad
kneaded,gekneed
waterfowl,watervogels
vasari,vasari
ridgewood,Ridgewood
blanchet,blanchet
benefitting,profiteren
paddocks,weilanden
nansen,nansen
fica,fica
pompano,pompano
recombine,recombineren
hobgoblins,hobgoblins
devaney,Devaney
sycophantic,slijmbal
norwalk,Norwalk
hasdrubal,hasdrubal
sportive,sportief
bava,bava
shootouts,vuurgevechten
mackinaw,mackinaw
incredulity,ongeloof
towpath,jaagpad
dmx,dmx
nabisco,Nabisco
baia,baia
subsystem,subsysteem
exultation,jubel
opals,opalen
brutalize,brutaliseren
brannon,Brannon
marcuse,Marcuse
gilpin,Gilpin
word-for-word,woord voor woord
eyewear,brillen
fluency,vloeiendheid
overpay,te veel betalen
medi,medi
armor-plated,gepantserd
by-pass,omleiding
yare,yare
roseland,rozenland
pectorals,borstspieren
arrhythmias,hartritmestoornissen
unionized,georganiseerd in een vakbond
saturnalia,Saturnalia
sca,sca
crabgrass,krabgras
pwd,wachtwoord
whosever,wiens
kase,kase
perjurer,meinedige
chaffing,schuren
ldl,ldl
distilleries,distilleerderijen
whelk,wulk
runic,runen-
lynchings,lynchpartijen
xviii,xviii
unhappiest,ongelukkigste
sputter,sputteren
shakespearian,Shakespeareaans
fallacies,drogredenen
t2,t2
goopy,kleverig
shiites,sjiieten
gip,gip
pistol-whip,pistoolzweep
echoey,galmend
satchels,tassen
ioc,ioc
embellishments,versieringen
blooey,blooey
inversely,omgekeerd
belisarius,Belisarius
roughs,ruw
orangey,oranjeachtig
cobbett,cobbett
zellweger,Zellweger
meditates,mediteert
engenders,brengt voort
motioned,gebaar
