you,du
yoel,Yoel
renn,renn
infinitum,uendelig
duffield,Duffield
pennell,pennell
smokestacks,skorstene
reliquary,relikvieskrin
doest,gør
ceramist,keramiker
conf,konf
vicarious,stedfortrædende
epaulets,skulderstropper
riverview,flodudsigt
neck-and-neck,hals mod hals
templer,tempelridder
erhard,Erhard
bunged,bundprop
freewheeling,friløb
legalese,juridisk
submariner,ubådsmand
statehouse,statshus
matadors,matadorer
dri,dri
noisier,mere støjende
supersymmetry,supersymmetri
ruminate,gruble
aho,aho
regula,regulære
disbursement,udbetaling
kushner,Kushner
aranda,Aranda
echocardiogram,ekkokardiogram
bruin,brun
bethune,Béthune
on-off,tænd-sluk
babyfaced,babyfaced
farrier,beslagsmed
annexe,anneks
prunella,prunella
flashbulb,blitzpære
semi-pro,semi-professionel
astley,Astley
navigable,navigerbar
rto,rto
biked,cyklede
redeems,indløser
karak,karak
brier,tornebær
seascape,havlandskab
co-eds,fælleselever
internalize,internalisere
ecologically,økologisk
rusi,russisk
gunboats,kanonbåde
aaaaa,åååå
mafeking,mafeking
binnie,binnie
untranslated,uoversat
harmonia,harmoni
prioritized,prioriteret
culpeper,culpeper
malvern,Malvern
frederickson,Frederiksen
francaise,fransk
venoms,giftstoffer
amityville,Amityville
ostentation,praleri
subduing,undertrykkende
abbotsford,Abbotsford
skittering,skittering
chiesa,kirke
devolve,delegere
farwell,farvel
statuesque,statuelignende
shantytown,skurby
haslam,haslam
state-owned,statsejet
toluene,toluen
ippolito,Ippolito
halverson,Halverson
omsk,Omsk
intelligible,forståelig
evildoer,skurk
sauced,med sauce
ruffling,rufsende
offstage,uden for scenen
bagatelle,bagatelle
hitchin,hitchin
reappearing,dukker op igen
dailey,daglig
discourtesy,uhøflighed
disfiguring,vansirende
tiddlywinks,tiddlywinks
spoofing,forfalskning
razzing,knusende
dazzler,blændende
givenchy,givenchy
handmaidens,tjenestepiger
overdeveloped,overudviklet
dogfish,pighaj
anachronistic,anakronistisk
bourke,Bourke
reconfiguring,omkonfigurering
berryman,bærmand
neoconservatives,neokonservative
intros,introer
autoerotic,autoerotisk
bougainvillea,bougainvillea
imbalanced,ubalanceret
explanatory,forklarende
pauls,Pauls
woolwich,Woolwich
flautist,fløjtenist
winches,spil
algebraic,algebraisk
absentminded,fraværende
turn-of-the-century,århundredeskiftet
drawstring,snøre
wobbled,vaklede
scupper,spygaj
wwf,WWF
caserta,Caserta
grumps,surmuler
blackening,sværtning
completeness,fuldstændighed
interfacing,grænseflade
larouche,Larouche
golgi,Golgi
scirocco,scirocco
saff,saff
neophyte,neofyt
spouts,tude
kitchenware,køkkenudstyr
gunfights,skudvekslinger
lassi,lassi
go-karts,gokarts
clorox,Clorox
conifers,nåletræer
tapir,tapir
fundraisers,fundraisere
nippers,nippers
creationists,kreationister
src,kilde
cloudburst,skybrud
decomposes,nedbrydes
federated,fødereret
flava,flava
mahon,mahon
rounders,rundere
smash-and-grab,smash-and-grab
penny-pinching,pengesnyd
lenk,lenk
preflight,forhåndskontrol
mesolithic,mesolitisk
mortify,ydmyge
milius,milius
garp,garp
copulating,kopulerende
paperclips,papirclips
masterminding,hjernen bag
miscounted,fejltalt
t-cell,t-celle
cri,cri
steeplechase,forhindringsløb
gts,gts
vice-chairman,næstformand
whinge,klynke
rikishi,rikishi
pushcart,skubbevogn
longshanks,langben
hande,hånd
stang,stang
feuer,feber
polecats,ildere
tiptoed,på tæer
blevins,blevins
foundries,støberier
cointreau,Cointreau
seele,Seele
schist,skifer
soporific,søvndyssende
kling,kling
bemused,forvirret
constructively,konstruktivt
horniness,liderlighed
coucher,sofa
heresies,kætterier
groundhogs,murmeldyr
flyswatter,fluesmækker
magnums,magnumflasker
harrassment,chikane
reputedly,angiveligt
vermicelli,vermicelli
sandie,sandie
iba,iba
vaunted,berømt
misfiled,fejlarkiveret
ersatz,erstatning
volcanos,vulkaner
succinylcholine,succinylcholin
holgate,Holgate
breezing,brise
watertown,Watertown
devolution,decentralisering
workplaces,arbejdspladser
tembo,tempo
heman,heman
frawley,frawley
sweepstake,konkurrence
tuh,tuh
secreting,udskillelse
irm,irm
leonov,Leonov
baretta,baretta
bare-assed,barbrød
letdown,skuffelse
typography,typografi
mushtaq,mushtaq
wulf,wulf
racetracks,racerbaner
yongsan,Yongsan
altamont,Altamont
panellists,paneldeltagere
exp,erfaring
rerouted,omdirigeret
pushovers,pushovers
softhearted,blødhjertet
wetted,befugtet
fersen,forsvinde
buy-out,opkøb
clarifies,præciserer
bods,kroppe
vasculitis,vaskulitis
anywheres,hvor som helst
garr,garr
parodies,parodier
zhe,zhe
clubber,klubgæst
hebei,hebei
rambled,vandrede
authorizations,autorisationer
expressionless,udtryksløs
bernal,bernal
intellects,intellekter
skintight,stram
mcquade,McQuade
salinity,saltindhold
faggoty,bøsse
bandar,bandar
maoists,maoister
wentz,gontz
prams,barnevogne
bernarda,bernard
welker,velgørenhed
nattering,snakken
flyte,flyte
undergrads,bachelorstuderende
troglodytes,troglodytter
winnable,vindbar
furore,furore
entreaties,bønner
crewed,bemandet
drippings,dryp
likin,lignende
burman,burman
taxiing,taxikørsel
glioma,gliom
radner,Radner
parmigiana,parmigiana
webcams,webkameraer
nei,nej
tiburon,tiburon
gateshead,Gateshead
sizemore,størrelse mere
halloo,hallo
tiffs,tiffer
canty,canty
aforethought,forudseende
trailblazers,banebrydere
chatwin,chatwin
madera,madera
acte,handling
bayern,Bayern
despondency,fortvivlelse
stagnate,stagnere
brandished,svingede
natan,natan
mcdade,McDade
shortchanged,fornærmet
full-frontal,fuld frontal
zero-zero,nul-nul
polices,politikker
marvell,forundres
entrusts,betror
rewound,spoles tilbage
ptt,ptt
gladiatorial,gladiator
mages,magikere
imprisons,fængsler
gilding,forgyldning
washoe,vaskesko
typewritten,maskinskrevet
frogger,frøger
swiftest,hurtigste
widescreen,widescreen
self-replicating,selvreplikerende
elo,elo
forget-me-not,forglemmigej
ballesteros,ballesteros
erma,erma
fender-bender,fender-bender
alcoves,alkover
crawdad,crawdad
cornerstones,hjørnestenene
sterne,sterne
salonika,salonika
oulu,Oulu
marylebone,Marylebone
constrain,begrænse
phonetically,fonetisk
misbehaviour,dårlig opførsel
tambo,tambo
trucked,lastbil
wingding,wingding
glasnost,glasnost
dek,dek
trowbridge,Trowbridge
satyrs,satyrer
understandings,forståelser
cnbc,cnbc
krylov,Krylov
acupressure,akupressur
alexandros,alexandros
falkner,falkner
jumpstart,kickstart
heeding,lyttende
psychogenic,psykogen
gooder,bedre
fluoroscope,fluoroskop
rethought,gentænkt
quelled,dæmpet
muskie,muskie
crotches,skridt
coverings,belægninger
bamboozle,bamboozle
haddon,haddon
connemara,Connemara
chirruping,kvidrende
brawley,slagsmål
vortigern,vortigern
aul,aul
non-issue,ikke-problem
lardner,spisekammer
goldwyn,Goldwyn
yair,yair
unenlightened,uoplyste
hitchhiking,blaffe
annoyances,irritationer
formulae,formler
overhanging,overhængende
sujata,sujata
landlines,fastnettelefoner
cupids,amoriner
blowfly,spyflue
wallingford,Wallingford
oozed,osede
gilead,Gilead
forst,forst
edgeworth,Edgeworth
off-color,farveløs
convenes,indkalder
birches,birketræer
big-name,stort navn
lsa,lsa
cantona,cantona
summery,sommerlig
feebly,svagt
capet,kaptajn
winkles,blink
backbreaking,rygbrydende
reprimanding,irettesættelse
rapturous,henrykt
underaged,mindreårige
midges,myg
malic,æbleagtig
clerkship,kontoransættelse
bake-off,bage-off
half-caste,halvkaste
ruthven,Ruthven
nard,nardus
agathon,agathon
nectarine,nektarin
privately-owned,privatejet
epaulettes,skulderstropper
no-shows,udeblivelser
derailing,afsporing
ccu,ccu
tremens,rystelser
double-quick,dobbelt hurtig
pictish,piktisk
motorhome,autocamper
agnus,agnus
rhumba,rhumba
cremating,kremering
alchemical,alkymistisk
disables,deaktiverer
moribund,døende
todorov,Todorov
receivable,tilgodehavende
lurched,vaklede
thermae,termer
churchgoer,kirkegænger
retrieves,henter
igo,igo
hedgerow,hæk
byfield,byfield
bootlicker,støvleslikker
orbing,kredsløb
biorhythm,biorytme
bailiwick,foged
incrementally,trinvis
javanese,javanesisk
permeate,gennemtrænge
electronica,elektronisk musik
grunion,grunion
inordinately,urimelig
asura,asura
cro-magnons,cromagnoner
angelfish,kejserfisk
culley,culley
actuarial,aktuarisk
plagiarizing,plagiering
abductee,bortførte
galton,galton
lafarge,Lafarge
sanctioning,sanktionering
hardons,hårde
bennies,bennier
isler,isler
telluride,Telluride
sennacherib,Sankerib
boutonniere,boutonniere
caribe,Caribien
starnes,stjerne
blanched,blegnet
majordomo,majordomo
subverting,undergravende
shepherding,hyrde
forsworn,svoret
dumfries,Dumfries
gruner,Grüner
nucleotides,nukleotider
socko,sokko
sunray,solstråle
tearjerker,tåreperser
enchants,fortryller
isley,isley
lambskin,lammeskind
blais,blais
luoyang,Luoyang
hula-hoop,hulahopring
froufrou,frufrou
convincer,overbevisende
roll-ups,oprulninger
portholes,koøjer
hypoglycemia,hypoglykæmi
larking,larking
deep-cover,dybt dække
galli,galli
erebus,erebus
arm-wrestling,armbrydning
naughtiest,frækkeste
godefroy,godefroy
paar,par
love-in,kærlighed-i
stranding,stranding
necro,nekro
usp,USP
muffs,muffer
euler,Euler
stylus,pennen
marchant,marchant
low-end,lavpris
gonne,gå
spoor,spor
indescribably,ubeskriveligt
spicing,krydring
apte,lejlighed
semantic,semantisk
pontecorvo,Pontecorvo
masochists,masochister
holdups,forsinkelser
blackball,sortbold
redpath,rødsti
agu,agu
plebiscite,folkeafstemning
fourth-year,fjerde år
whereon,hvorpå
copyrights,ophavsrettigheder
endeavoring,bestræbelser
midian,midjanerne
eubanks,eubanker
kilmore,Kilmore
untangled,udredet
identifier,identifikator
teabags,teposer
towser,trækker
ex-soldier,tidligere soldat
armature,anker
jacquard,jacquard
sufferance,lidelse
diverts,omdirigeringer
luda,luda
effusive,overstrømmende
fowls,høns
bukhara,Bukhara
potty-trained,pottetrænet
betancourt,Betancourt
coimbra,Coimbra
firmware,firmware
balaban,balaban
alky,alky
risk-taking,risikovillighed
mentorship,mentorskab
thickly,tykt
prato,prato
gumming,gummiering
washed-out,udvasket
pianoforte,klaverforte
farthings,øre
armida,armida
tutte,tutte
belton,Belton
noy,noy
unanticipated,uforudset
tallboy,høj dreng
calfskin,kalveskind
pozzo,pozzo
drovers,kørere
whitestone,hvidsten
shoreham,Shoreham
squalls,vindstød
nagpur,Nagpur
pinstripes,nålestriber
bioluminescent,bioluminiscerende
champing,mestre
muscly,muskuløs
cookie-cutter,udstikker
vicenza,Vicenza
samos,samos
clausewitz,Clausewitz
sumac,sumak
villon,villon
mise,mise
gein,gein
beit,beit
guidry,guidry
dall,dall
oms,oms
saiga,saiga
disorient,desorientering
odder,mærkeligere
schoo,skole
multi-level,flerniveau
vales,daler
closers,lukkere
monro,monro
camarillo,camarillo
farmstead,gård
swifter,hurtigere
rudman,Rudman
emus,emuer
shrinker,krympemiddel
spray-on,spray-on
snuffing,snusning
top-down,top-down
unblocked,ikke blokeret
choirboys,kordrenge
tendering,udbud
congregated,forsamlede
alcock,alcock
rummaged,rodede rundt
fot,fod
unfrozen,ufrossen
going-over,overgående
serialized,serialiseret
lewisham,Lewisham
catchment,opland
cheesecakes,ostekager
henrys,henry
elohim,elohim
lood,lod
jenifer,Jennifer
noontime,middagstid
denn,denn
sleepiness,søvnighed
sympathizing,sympatiserende
lto,LTO
acura,Acura
honshu,honshu
leanna,Leanna
wafts,wafts
co-defendant,medtiltalte
footfall,fodtrin
subsist,overleve
fem,kvinde
platitude,banalitet
peashooter,ærteskytte
multipurpose,multifunktionel
dashiki,dashiki
reassigning,omtildeling
cavalryman,kavalerist
tracie,tracie
aftermarket,eftermarked
do-re-mi,gør-re-mi
kneepads,knæbeskyttere
quant,kvantitativ
bacha,bacha
smallness,lillehed
in-country,i landet
dictum,udsagn
freyr,Frej
mesozoic,mesozoisk
sivas,sivas
workbooks,arbejdsbøger
saud,saud
lq,lq
throttles,gashåndtag
cre,cre
stammered,stammede
sightsee,sightseeing
shipper,afsender
paintballs,paintballkugler
tunny,tunfisk
ngaio,ngaio
anat,anat
bowes,bowes
broad-spectrum,bredspektret
marling,marling
mulberries,morbær
circumvented,omgået
yodelling,jodlende
harbingers,varslere
spoofed,forfalsket
pers,pers.
sun-kissed,solkysset
pre-columbian,præcolumbiansk
ruma,ruma
antitrust,antitrust
playgirl,legepige
ees,ees
tamerlane,tamerlane
mediators,mæglere
cdr,cdr
ramped,rampet
inflationary,inflationær
scrubby,skrubbede
chalking,kridtning
dispirited,modløs
balaton,Balaton
shabbily,lurvet
heckles,hån
bini,bini
primroses,primulaer
ecole,skole
cryptographer,kryptograf
dalston,Dalston
overstretched,overstrakt
belugas,hvidhvaler
lio,løve
ascendancy,opstigning
plinth,sokkel
roush,røs
infusing,infusion
enlargements,forstørrelser
stutz,stutz
coagulated,koaguleret
curtiss,Curtiss
for-profit,profitorienteret
normalization,normalisering
commissariat,kommissariatet
numerically,numerisk
rugger,rugby
monoliths,monolitter
limeys,limeys
fortunetellers,spåkoner
lacan,Lacan
mola,mola
nad,nad
collectable,samlerobjekt
laser-guided,laserstyret
carding,kartning
schloss,slottet
redoubt,skanse
b-day,fødselsdag
jetsam,jetsam
botanists,botanikere
maye,maj
covenants,pagter
medallist,medaljevinder
etoile,étoile
front-wheel,forhjul
ingeniously,genialt
poos,afføring
mauthausen,Mauthausen
rookery,nykommer
jinxing,jinxing
armen,armen
snowdrift,snedrive
solzhenitsyn,Solsjenitsyn
poky,dårlig
argonne,argonne
nack,nakke
foisted,presset
antonella,antonella
socratic,sokratisk
equivocal,tvetydig
protozoa,protozoer
gagliano,gagliano
harpooned,harpuneret
ladner,ladner
spicier,mere krydret
trabzon,Trabzon
stor,stor
gangbang,gruppesex
batavia,Batavia
muddling,forvirring
tinkler,klingende
bacharach,Bacharach
airforce,luftvåben
aleutian,aleutisk
treks,vandreture
flouting,hånliggørelse
infrequently,sjældent
wintering,overvintring
chimed,klokkede
backstretch,rygstrækning
somer,sommer
bhatnagar,Bhatnagar
devolved,decentraliseret
loll,lol
irregulars,uregelmæssige
gelatine,gelatine
centavos,centavos
langtry,langtidshold
stylishly,stilfuldt
manically,manisk
subjectivity,subjektivitet
incarnated,inkarneret
smalltime,lille tid
trilateral,trilateral
ohno,åh
shoppe,shoppe
tid,tid
conniption,sammenbidelse
sev,syv
merrymaking,festligheder
seances,seancer
shut-ins,lukkede inde
rhomboid,rombeformet
imus,imus
billfold,seddelmappe
omnes,omne
wanked,onanerede
ajanta,ajanta
razzmatazz,razzmatazz
holing,huller
grumman,Grumman
bedell,Bedell
shubert,schubert
c-word,c-ord
bohlen,bøhlen
ventilators,ventilatorer
denali,denali
maoris,maorier
frappe,frappe
orissa,Orissa
halfwits,halvhjertede
pemba,pemba
bunce,bunke
self-deception,selvbedrag
gast,gast
cultists,kultister
earthenware,fajance
cand,cand.
paediatrics,pædiatri
worksheet,regneark
southwards,sydpå
yes-man,ja-mand
briquette,briket
camera-shy,kamera-sky
nuttall,nuttall
streatham,Streatham
sicknesses,sygdomme
vit,vit
elt,elt
kah,kah
clemson,Clemson
lenard,Lenard
drennan,drennan
gianfranco,Gianfranco
shamanism,shamanisme
blotch,plet
terpsichore,terpsichore
rumania,Rumænien
itamar,Itamar
macdowell,MacDowell
lippi,lippi
dolts,idioter
call-out,udkald
towelette,kludetæppe
jungian,jungiansk
bolivians,bolivianere
churchgoing,kirkegang
tientsin,tientsin
marias,marias
moriah,moriah
algarve,Algarve
high-priority,høj prioritet
broadest,bredeste
taichung,Taichung
mellencamp,mellencamp
dramatization,dramatisering
cimarron,cimarron
shinbone,skinnebenet
malformed,misdannet
bookcases,bogreoler
mlk,mlk
developmentally,udviklingsmæssigt
amalgamation,sammenlægning
inspectorate,inspektoratet
carvalho,Carvalho
naturist,naturist
otb,otb
greenies,grønne
borowski,borowski
polygamous,polygam
dehumanizing,dehumaniserende
ime,tid
regurgitating,opstød
accessibility,tilgængelighed
lepidus,lepidus
nooky,krog
codeword,kodeord
lilliput,lilliput
taw,taw
psychosexual,psykoseksuel
exonerating,frikende
fhe,fhe
ors,ellers
brittain,Storbritannien
denouement,opklaring
assertiveness,selvsikkerhed
untreatable,ubehandlelig
payrolls,lønudbetalinger
discouragement,modløshed
birding,fuglekiggeri
positano,Positano
poulton,Poulton
aswan,Aswan
unfaithfulness,utroskab
hsbc,hsbc
silverton,sølvton
airbrushing,airbrushing
snivel,snigre
upperclassman,overklassemand
retouching,retouchering
roko,roko
kapp,kapp
diao,diao
skaggs,skaggs
cienega,Cienega
blurts,udbrud
counterespionage,kontraspionage
oedema,ødem
preta,præta
spaniels,spanieler
breadbasket,brødkurv
coordinated,koordineret
obispo,obispo
t3,t3
glockenspiel,klokkespil
bad-luck,uheld
sheepishly,genert
syrups,sirupper
chequers,dambord
morrisey,Morrisey
initializing,initialisering
capetown,Kapstaden
multiplicity,mangfoldighed
dross,slagger
posen,posen
g7,g7
crevasses,sprækker
hanno,hanno
submerging,nedsænkning
transected,gennemskåret
fly-by,forbiflyvning
bombardments,bombardementer
biju,biju
outliers,outliers
yakitori,yakitori
unstick,løsne
veldt,veldt
usui,usui
penciled,blyantsmedet
chacko,chako
commodores,kommodorer
warburg,Warburg
fourier,Fourier
evades,undviger
hiney,honey
retold,genfortalt
hodgkins,hodgkins
unpronounceable,uudtalelig
amalie,Amalie
echinacea,echinacea
chive,purløg
synesthesia,synestesi
mindfulness,mindfulness
loquacious,snakkesalig
rereading,genlæsning
rexford,Rexford
iizuka,iizuka
bodied,kropslig
laundromats,vaskerier
gute,gute
vortices,hvirvler
inequity,ulighed
chocks,klodser
singly,enkeltvis
embarcadero,embarcadero
therewith,dermed
tepe,tepe
vonnegut,vonnegut
dox,dox
lorin,Lorin
paperweights,brevvægte
baseness,lavhed
airtight,lufttæt
redbook,rødbog
suspender,seleholder
arendt,Arendt
bodin,bodin
salivate,savle
benazir,Benazir
sticklers,klistrede
nobleness,ædelhed
double-double,dobbelt-dobbelt
beddy-byes,sengetid
lewin,Lewin
idles,tomgang
moncada,moncada
battleaxe,stridsøkse
nearness,nærhed
shtetl,shtetl
fantasising,fantaserer
bermejo,bermejo
corbusier,Corbusier
psychopathy,psykopati
nationwide,landsdækkende
alighieri,alighieri
lef,venstre
reawakened,genopvågnet
servos,servoer
vaqueros,vaqueros
ischia,ischia
acing,acing
repudiated,afvist
mico,mico
tuum,tuum
lep,lep
stiffening,afstivning
sprinters,sprintere
gildas,gildas
porcini,porcini
rudderless,rorløs
placated,formildede
manzoni,manzoni
clonazepam,clonazepam
provencal,provencalsk
liqueurs,likører
barbican,Barbican
churchwarden,kirkeværge
clasping,fastklemning
kimchee,kimchi
biggies,de store
inadvisable,utilrådelig
doper,doper
telfer,telfer
slobbery,savlen
navies,flåder
yola,Yola
antivirus,antivirus
subsonic,subsonisk
citi,byen
pickaxes,hakker
reciprocating,gengældende
t1,t1
leachman,leachman
kye,kye
marshalsea,marshalsea
loudmouthed,højlydt
blowgun,blæsepistol
eyeglass,brille
sugarcoated,sukkerbelagt
luanda,Luanda
stranglers,kvælere
ninepence,ni pence
smolder,ulme
cascara,kaskara
handspring,håndspring
leaven,surdej
well-hung,velhængt
flamer,flammer
brindisi,Brindisi
courtenay,Courtenay
launders,vaskerier
zon,zone
emulating,efterligning
bayeux,Bayeux
kilauea,Kilauea
gagan,gagan
grayish,grålig
potpie,potpie
bipolar,bipolar
moorhead,moorhoved
audie,lyd
morass,mose
minar,minar
nemanja,Nemanja
lip-sync,læbesynkronisering
routers,routere
nihon,Nihon
anti-bullying,anti-mobning
plesiosaur,plesiosaur
seely,seely
caltrans,caltrans
farmhouses,gårdhuse
foment,opildne
afflicting,plager
amputating,amputerende
gnostic,gnostisk
speedball,speedbold
testa,testa
bpo,bpo
poppe,poppe
locators,lokaliseringssteder
rinpoche,Rinpoche
upholds,opretholder
spi,spi
materialization,materialisering
coagulate,koagulere
perceval,perceval
sulked,surmulede
lipitor,lipitor
supplemented,suppleret
cilia,cilier
dardanelles,dardanellerne
seafarer,sømand
radials,radialer
backtalk,bagtaleri
victorio,Viktor
bloodier,blodigere
barbu,barbu
mentis,mentis
loan-sharking,lånehaj
saccharin,saccharin
unapologetic,uforbeholden
gunna,gunna
iida,iida
cutaway,udskæring
jonsson,Jonsson
ysidro,ysidro
meatpacking,kødpakning
tunelessly,melodiløst
lovesick,kærlighedssyg
nsb,nsb
windom,vindue
lavalle,lava
millican,millican
hedged,afdækket
homerun,homerun
treasonable,forræderisk
aloo,aloo
undersized,undermål
kabobs,kebab
judaea,Judæa
keeton,keeton
apoplectic,apoplektisk
pigging,svineri
btk,btk
pob,folkeafstemning
burros,æsler
tramway,sporvogn
fratricide,brodermord
counteroffensive,modoffensiv
fielded,felt
malee,mandlig
lebrun,Lebrun
histology,histologi
timpani,pauker
boilermaker,kedelmager
freiburg,Freiburg
lowflying,lavtflyvende
patricide,fadermord
hoffer,hoffer
preteen,præteenager
unkindly,uvenligt
smo,røge
morioka,morioka
hoeing,hakning
andor,andor
berkman,Berkman
mayfly,døgnflue
cockatoos,kakaduer
cordier,hjerteformet
aiello,aiello
equities,aktier
horsemanship,hestekunst
kenyatta,Kenyatta
boodle,boodle
unaltered,uændret
hampers,kurve
get-rich-quick,bliv-hurtigt-rig
presidium,præsidium
talkback,tilbagemelding
ccd,ccd
bacchae,bacchaer
hf,hf
lnc,lnc
speckles,pletter
oland,Øland
bench-press,bænkpres
maslin,maslin
paseo,paseo
brescia,Brescia
vad,vad
rossignol,Rossignol
pande,pande
gats,gats
kristiansen,kristiansen
ferri,Ferri
impetigo,børnesår
haversack,rygsæk
workstations,arbejdsstationer
directorial,instruktør
ducal,hertuglig
munched,gumlede
maxillary,maxillær
useable,brugbar
ojos,ojos
foodstuff,fødevare
undefeatable,uovervindelig
hoofing,hovning
saqqara,saqqara
ond,ond
pv,pv
foto,foto
nha,nha
dressmakers,syerskere
profaned,vanhelliget
driverless,førerløs
mooned,månebestemt
unavenged,uhævnet
praetorius,prætorius
bookbinder,bogbinder
mcculloch,McCulloch
turandot,Turandot
ower,kraft
startups,startups
reversals,tilbageførsler
mangler,forråder
evangelists,evangelister
meitner,Meitner
firings,fyringer
lollapalooza,lollapalooza
koma,koma
liii,liii
grandin,grandin
emanation,udstråling
breasted,brystet
branford,Branford
morand,morand
edirne,Edirne
sabretoothed,sabeltand
peppery,pebret
bottom-feeder,bundføder
hammam,hammam
fast-growing,hurtigt voksende
ritually,rituelt
roosting,hvilested
samford,Samford
assail,angribe
laryngoscope,laryngoskop
transfigured,forvandlet
stinko,stinko
documentarian,dokumentarist
acha,acha
pais,pais
verbalize,verbalisere
exhaustively,udtømmende
mckeon,McKeon
jame,Jame
widowmaker,enkemager
predictor,prædiktor
conger,havsål
nontraditional,utraditionel
nabokov,Nabokov
spectroscopy,spektroskopi
inglorious,vanærefuld
mccombs,McCombs
schulze,schulze
underrate,undervurdere
plumbed,VVS-installation
easement,servitut
umma,umma
blood-related,blodrelateret
hyphenate,bindestreg
reneging,svigt
hadden,havde
high-protein,højprotein
dust-up,støv op
tylor,Tyler
abso,abso
red-letter,rødt bogstav
cornflower,kornblomst
saurian,øgle
flamingoes,flamingoer
confessors,skriftefædre
glycerine,glycerin
photo-op,fotomulighed
quadrillion,kvadrillion
lensing,linsedannelse
magdalen,Magdalen
grey-haired,gråhårede
peary,pæreagtig
nds,nds
engrossing,fængslende
tog,sammen
gutterman,tagrendemand
bacilli,baciller
force-feeding,tvangsfodring
ice-free,isfri
barefaced,barfodet
v-1,v-1
prudes,snerpede
middle-age,middelalderen
camacho,Camacho
manifestly,åbenlyst
complies,overholder
dully,kedeligt
vio,viol
namur,Namur
najib,najib
sublimation,sublimering
fourscore,firsindstyve
comforters,dyner
recalibrating,omkalibrering
sconce,lampetter
hannan,hannan
hebe,hebe
lowman,lavmand
blackheads,hudorme
reselling,videresalg
freshers,nyuddannede
petto,petto
nsw,New South Wales
keswick,Keswick
azucena,azucena
amontillado,amontillado
messrs,herrer
hijackings,kapringer
slapdash,slapdash
mcmurtry,McMurtry
democratization,demokratisering
opioid,opioid
chocolatier,chokoladefabrikant
mailmen,postbude
placebos,placebo
bootstrap,bootstrap
leve,niveau
furukawa,furukawa
withrow,udrulning
leftie,venstrehåndet
hassel,besvær
pierpont,Pierpont
sabi,sabi
towered,tårnhøje
fuzzies,slør
mountebank,Mountbank
bonked,kneppet
replayed,afspillet
gluck,gluck
daejeon,Daejeon
uninitiated,uindviede
enunciating,udtale
behooves,det er på sin plads
crack-up,sprængning
naha,Naha
biscay,Biscayen
montebello,Montebello
chubs,lubber
url,webadresse
predicate,prædikat
utterances,udtalelser
choosey,kræsen
edm,edm
dand,dand
love-story,kærlighedshistorie
cheapness,billighed
lix,lix
taints,afsmagninger
carpetbaggers,tæppebaggere
giddiness,svimmelhed
mudslides,mudderskred
breathtakingly,betagende
trilobite,trilobit
sodomize,sodomisere
starrett,stjerne
turku,Åbo
mendacity,løgnagtighed
victimize,ofre
mid-twenties,midt i tyverne
recyclables,genbrugsmaterialer
lobotomies,lobotomier
dace,danse
fessed,bevidnet
catsup,ketchup
foothill,foden af bakken
non-dairy,ikke-mejeriprodukter
kleinfeld,Kleinfeld
banditry,banditisme
pliant,smidig
hems,sømkanter
circumnavigate,sejle rundt
inseam,inderbenslængde
mees,mig
characterise,karakterisere
busing,busser
stealers,tyve
aharon,Aharon
beignets,beignetter
tommies,tommer
dinkum,dinkum
reintegration,reintegration
neem,neem
shir,shir
misawa,misawa
fining,bøde
pelton,Pelton
warriner,kriger
overmatched,overmatchet
consistory,konsistorium
meridians,meridianer
trendsetter,trendsætter
educations,uddannelser
enfant,et barn
spanners,skruenøgler
dog-and-pony,hund og pony
nitty,detaljer
waddell,waddell
shattuck,shattuck
benfica,Benfica
eos,eos
frailties,skrøbeligheder
loudmouthed,højlydt
syrah,syrah
psychoanalytic,psykoanalytisk
silvestre,Silvestre
placer,placerer
pennants,vimpler
hangers-on,bøjler på
timescale,tidsskala
housefly,husflue
sneed,sned
euphemia,eufemia
quickened,fremskyndet
accustom,vænne sig til
rime,rim
grooved,rillet
dybbuk,dybbuk
publicise,offentliggøre
unscrewing,afskruning
trickle-down,siv-ned
perforations,perforeringer
codebook,kodebog
cro,cro
frijoles,frijoler
switcher,skifter
intra-abdominal,intraabdominal
adana,Adana
fairmount,Fairmount
twinkles,glimter
flinty,flintesten
deriving,udlede
speedboats,speedbåde
tyndale,Tyndale
divot,divot
jat,jat
she-male,hun-mand
beeching,bøgetræ
antenatal,prænatal
aspinall,aspinal
celt,kelter
rooty,rodfæstet
divergence,divergens
civilly,civiliseret
misjudgment,fejlvurdering
paya,betaling
uncouple,afkoble
winterbourne,Winterbourne
immunized,immuniseret
sleepwalkers,søvngængere
yaz,yaz
mackerels,makreller
antes,forude
donte,dont
bladed,bladet
plumped,fyldig
hungrily,sultent
noronha,noronha
reversion,tilbageførsel
normalized,normaliseret
neves,never
abdo,abdo
unkillable,uudryddelig
locales,lokaliteter
foresters,skovbrugere
sheaf,neg
legendre,legendarisk
tuneless,melodiløs
freeze-frame,frysebillede
punkin,punker
instil,indgyde
inheritors,arvinger
shabu,shabu
sanga,sanga
needleman,nålemand
peeves,irriterende
move-in,indflytning
steeples,spir
in-person,personligt
misty-eyed,tåget øje
slimed,slimet
requited,gengældt
expresso,espresso
filthier,mere beskidt
obstructs,blokerer
untruthful,usandfærdig
sabino,sabino
afeared,frygtede
offsides,offside
marinus,marinus
legolas,Legolas
modo,mode
longish,aflang
satcom,satellitkom
sheaths,skeder
tauber,tauber
greeny,grønlig
hainan,Hainan
ssc,ssc
lockerbie,Lockerbie
