you,أنت
briarwood,برياروود
pericardiocentesis,بزل التامور
kix,كيكس
masi,ماسي
regaling,مسلي
becaus,لأن
reintroduction,إعادة التوطين
plenipotentiary,مفوض
twofold,مضاعف
rub-a-dub,فرك-أ-داب
fortissimo,صارخ
lyles,لايلز
unstructured,غير منظم
discloses,يكشف
not-for-profit,غير ربحي
invalided,غير صالح
hyperventilation,فرط التنفس
debits,مدين
frittered,مُبَرَّد
goodland,جودلاند
cinematograph,سينماتوغراف
bakelite,الباكليت
geosynchronous,متزامن مع الأرض
splats,بقع
civitavecchia,تشيفيتافيكيا
kells,كيلز
geoffroy,جيفري
rearrangement,إعادة ترتيب
orienteering,التوجيه
surfeit,فائض
leen,لين
draperies,الستائر
atheistic,ملحد
walthamstow,والثامستو
feedbag,كيس العلف
camara,كاميرا
demonizing,شيطنة
overtaxed,ضرائب باهظة
zinnias,زهور الزينيا
offsets,الإزاحات
pigeon-toed,أصابع القدمين متجهة للداخل
plasticity,اللدونة
millbank,ميلبانك
hrd,hrd
expletives,ألفاظ نابية
unloving,بلا حب
thal,ثال
bittern,طائر المرارة
coin-operated,يعمل بالعملة المعدنية
right-oh,يمين-أوه
longhair,شعر طويل
abboud,عبود
goulding,غولدينغ
dagenham,داجينهام
obstinately,بعناد
kasem,قاسم
hallman,هولمان
carriageway,الطريق
amphion,أمفيون
shoulder-to-shoulder,كتفًا لكتف
doman,دومان
rechecked,تمت إعادة الفحص
seconde,سيكوندي
crawlies,الزواحف
bandung,باندونغ
dispelling,تبديد
prepay,الدفع المسبق
daves,ديفز
sheva,شيفا
demain,غدًا
alveoli,الحويصلات الهوائية
moncrieff,مونكريف
chancing,المجازفة
pdr,pdr
earing,قرط
thirstier,أكثر عطشاً
bell-bottoms,بنطلون واسع من الأسفل
two-lane,حارتان
scrimshaw,فن النقش على العاج
ihm,إيهم
crosbie,كروسبي
hyannis,هيانيس
sandbank,ضفة رملية
self-assurance,الثقة بالنفس
crs,crs
businesswomen,سيدات الأعمال
nodule,عقدة
affinities,التقارب
pozo,بوزو
montagu,مونتاجو
langan,لانجان
thrushes,طيور السمنة
norrington,نورينغتون
gies,جيز
predilections,الميول
petrel,طائر النوء
protuberance,نتوء
earnhardt,إيرنهاردت
consignments,الشحنات
adherents,المؤيدون
jujube,عناب
airstrips,مهابط الطائرات
guttering,المزاريب
invictus,إنفيكتوس
mushroomed,فطر
boccaccio,بوكاتشيو
cannibalized,تم أكل لحوم البشر
vacationed,قضوا إجازة
telomerase,التيلوميراز
steelworkers,عمال الصلب
dividers,فواصل
cuvier,كوفييه
fixers,المصلحون
antioxidant,مضادات الأكسدة
amistad,أميستاد
sicario,سيكاريو
womanising,مغامرات نسائية
rundle,راندل
belched,تجشأ
bushmaster,بوشماستر
incapacitating,مُعطِّل
calve,تشعب
devilled,مُدخّن
eying,يراقب
outpatient,عيادة خارجية
shuttering,إغلاق النوافذ
frigidaire,فريجيدير
outshoot,فرع
kristallnacht,ليلة الكريستال
napper,شخص ينام
reaming,التوسيع
starker,ستاركر
wittering,ثرثرة
parque,باركي
lieve,يؤمن
aed,جهاز الدفاع الجوي
environmentalism,حماية البيئة
elderflower,زهرة البلسان
upstaging,التفوق على الآخرين
portentous,منذر
denunciations,التنديدات
kedar,كيدار
extravagances,مظاهر البذخ
four-by-four,سيارة دفع رباعي
underpinning,الأساس
differentiating,التمييز
ridder,راكب
ridgway,ريدجواي
phosphor,الفوسفور
wriggles,يتلوى
cheesecloth,شاش طبي
recommence,استئناف
npc,شخصية غير قابلة للعب
konya,قونية
sula,سولا
goonie,غوني
middleburg,ميدلبيرغ
cpi,مؤشر أسعار المستهلك
gimmicky,حيلة
tight-assed,بخيل
pdq,pdq
write-in,اكتب اسمك
cardinale,كاردينالي
galois,غالوا
mix-ups,أخطاء متبادلة
cyrene,سيرين
infallibility,العصمة
beersheba,بئر السبع
orval,أورفال
weirds,غريب
brasses,النحاسيات
chided,وبخ
bloxham,بلوكسهام
catalysts,المحفزات
annotated,مشروح
horsewoman,فارسة
harmer,هارمر
pcc,pcc
breadbox,صندوق الخبز
xe,xe
boffo,رائع
mcdonough,ماكدونو
dinette,حجرة طعام صغيرة
concurrence,الموافقة
exemplars,نماذج
bhaji,باجي
soloing,العزف المنفرد
specie,النوع
mccarran,مكاران
lingua,لغة
solus,سولوس
lumpectomy,استئصال الورم
quartets,الرباعيات
ultramarine,أزرق بحري
sayre,يقول
chastain,تشاستين
alphabetizing,ترتيب حسب الأبجدية
marshaling,حشد
christiania,كريستيانيا
coldbloodedly,بدم بارد
fincham,فينتشام
mannie,ماني
baleful,مؤذ
ruiner,مدمر
woburn,ووبرن
staunton,ستونتون
wraparound,التفاف كامل
reactivation,إعادة التنشيط
keening,نحيب
deoxyribonucleic,ديوكسي ريبونوكلييك
honkers,أبواق
pathogenic,ممرض
lookalikes,أشباه
gyrus,التلفيف
tortoiseshell,عظم ظهر السلحفاة
pokers,البوكر
noninvasive,غير جراحي
barkers,المنادون
laconic,موجز
furstenberg,فورستنبرغ
videocassette,شريط فيديو
lucite,لوسيت
nautica,نوتيكا
fare-thee-well,وداعاً
homogeneous,متجانس
thanes,ثين
stanislaus,ستانيسلاوس
shakedowns,عمليات ابتزاز
employable,قابل للتوظيف
herron,مالك الحزين
demoting,خفض الرتبة
showbusiness,عالم الترفيه
indi,هندي
hubei,هوبي
ayer,آير
timorese,التيمورية
idem,idem
olney,أولني
envisions,يتصور
altarpiece,لوحة المذبح
condi,كوندي
surtees,سورتيس
honor-bound,ملتزمون بالشرف
leff,ليف
crash-landing,هبوط اضطراري
sublimating,التسامي
cottrell,كوتريل
zar,زار
tryptophan,التربتوفان
bywater,باي ووتر
first-string,الفريق الأول
kanu,كانو
french-fried,بطاطس مقلية
kalan,كالان
marshlands,الأراضي الرطبة
safecracking,فتح الخزائن
puna,بونا
trotskyist,تروتسكي
jojoba,الجوجوبا
androcles,أندروكليس
caber,جذع شجرة
stenciled,مطبوع بالاستنسل
moderating,الإشراف
coote,كوت
couriered,تم إرسالها عبر البريد السريع
airedale,أيرديل
forelegs,الأرجل الأمامية
rehydration,إعادة الترطيب
predominately,في الغالب
self-healing,الشفاء الذاتي
chardin,شاردان
exacta,إكزاكتا
ald,ألد
blowflies,الذباب الأزرق
pando,باندو
debridement,إزالة الأنسجة الميتة
ramazan,رمضان
wahab,الوهابيين
norberg,نوربيرج
surpluses,الفائض
preciously,بحرص
moderated,مُدار
street-smart,ذكيٌّ بالفطرة
broadbent,برودبنت
downpayment,دفعة مبدئية
prejudge,حكم مسبق
grea,عظيم
badmouthed,سيء الكلام
spiralled,حلزوني
seddon,سيدون
starches,النشويات
augments,يزيد
cardozo,كاردوزو
tass,تاس
refracting,الانكسار
royalton,رويالتون
hundredweight,مائة رطل
irgun,إيرجون
appel,استئناف
shirtsleeves,أكمام قميص
kanak,كاناك
eternities,الأبدية
khat,القات
grell,غريل
aleks,أليكس
oiler,مزيتة
revivals,الإحياءات
redoubtable,لا يُقهر
zal,زال
pek,بيك
debauch,فسوق
interludes,فواصل موسيقية
unrolled,تم فردها
submersion,الغمر
massapequa,ماسابيكوا
acquiesced,وافق
straus,ستراوس
backlot,ساحة خلفية
straight-line,خط مستقيم
resins,الراتنجات
ocala,أوكالا
fatback,ظهر سمين
linford,لينفورد
saavedra,سافيدرا
non-hodgkin,اللاهودجكين
keynesian,كينزية
beswick,بيسويك
titu,تيتو
bendel,بيندل
mth,شهر
planchette,لوحة بيانو
fumed,غضب بشدة
schweppes,شويبس
mispronouncing,نطق خاطئ
ascites,الاستسقاء
denoted,يُشار إليه
hexagons,سداسيات
unbolt,فتح الرتاج
enslaves,يستعبد
subordination,التبعية
mattering,مهم
spirituals,الأغاني الروحية
orsay,أورساي
swerves,الانحرافات
bair,باير
deare,عزيزي
exuding,يفرز
grinnell,غرينيل
gleneagles,جلين إيجلز
pennines,جبال بينين
agis,أجيس
knighton,نايتون
snapdragon,زهرة سنابدراغون
hydrazine,الهيدرازين
kresge,كريسج
aphorisms,أقوال مأثورة
windblown,هبت الرياح
paule,بول
merry-go-rounds,الملاهي الدوّارة
shies,شاي
bretagne,بريتاني
mawkish,مبتذل
repairer,مصلح
jurists,الفقهاء
unwelcoming,غير مرحب به
annuities,المعاشات التقاعدية
wea,ملابس
nagaoka,ناجاوكا
eyeballed,نظر بالعين
havemeyer,هافمير
surreptitious,متستر
druce,دروس
dougan,دوجان
fuzzball,كرة فروية
viale,فيالي
plausibility,المعقولية
lawry,لوري
homebrew,مشروب منزلي الصنع
wellspent,قضاء وقت ممتع
reith,ريث
ahu,أهو
snoopers,المتطفلون
elana,إيلانا
chirring,رنين
roskilde,روسكيلد
fernwood,فيرنوود
taber,تابر
fata,فتى
orals,الامتحان الشفهي
subcontracted,تم التعاقد من الباطن
episodic,حلقات متقطعة
faria,فاريا
corrals,حظائر
megillah,مِجْيلا
sensually,بشكل مثير
waziristan,وزيرستان
jewelled,مرصع بالجواهر
dehumanize,نزع الإنسانية
mattison,ماتيسون
strictness,الصرامة
pre-interview,ما قبل المقابلة
acquiescence,الموافقة
armistead,أرميستيد
indices,المؤشرات
nme,nme
alceste,ألكيست
recursive,تكراري
tilghman,تيلغمان
immer,إيمر
goony,غوني
peo,بيو
phe,phe
quick-change,تغيير سريع
canuck,كانوك
lukin,لوكين
warnock,وارنوك
stemware,كأس زجاجي
planeload,حمولة الطائرة
virginians,سكان ولاية فرجينيا
hair-do,تسريحة
sprigs,أغصان
satu,ساتو
pinkett,بينكيت
disneyworld,عالم ديزني
humanists,الإنسانيين
uncommitted,غير ملتزم
augury,التكهن
punctuate,نقط
sadr,صدر
epicurean,أبيقوري
pekoe,بيكو
subdivisions,التقسيمات الفرعية
cost-of-living,تكلفة المعيشة
encumbrance,عبء
cunard,كونارد
spatulas,ملاعق مسطحة
bilirubin,البيليروبين
sun-baked,مُعرَّض لأشعة الشمس
morphs,التحولات
cratered,حفر
rangel,رانجل
moores,مورز
lalita,لاليتا
interlocked,متشابك
repugnance,النفور
lead-up,مقدمة
orangemen,رجال البرتقال
monarchists,الملكيون
fanon,فانون
playland,مدينة الألعاب
flavorless,عديم النكهة
leg-up,مساعدة
castlemaine,كاسلماين
gand,غاند
rationalism,العقلانية
expediter,مسرع
photostats,فوتوستات
sipe,sipe
warily,بحذر
e-book,كتاب إلكتروني
sags,يترهل
descents,المنحدرات
juts,فقط
choler,الكوليرا
smalley,سمولي
imc,imc
bateson,بيتسون
toshiba,توشيبا
hoagland,هوغلاند
kilwa,كيلوا
dayne,داين
freehand,رسم حر
light-sensitive,حساس للضوء
tay-sachs,تاي ساكس
zamboanga,زامبوانجا
in-service,أثناء الخدمة
mackenzies,ماكنزي
imperium,الإمبراطورية
waypoint,نقطة طريق
sawn-off,مقطوعة
guilts,الشعور بالذنب
libres,حر
neuronal,عصبي
conlin,كونلين
springville,سبرينغفيل
critiqued,تم انتقاده
dsr,dsr
folktale,حكاية شعبية
pop-ups,النوافذ المنبثقة
regen,تجديد
lowrider,سيارة منخفضة الارتفاع
newsletters,النشرات الإخبارية
rashers,شرائح اللحم المقدد
ariza,أريزا
xix,التاسع عشر
koren,كورين
newfield,نيوفيلد
abbeville,أبفيل
innuendoes,تلميحات
nonces,الأرقام العشوائية
persuader,المقنع
filthiness,القذارة
tedder,تيدر
millenniums,آلاف السنين
high-top,حذاء رياضي عالي الرقبة
lamington,لامينغتون
commutation,التبديل
bootless,باطل
deflates,ينكمش
hypochondriacs,مرضى التوهم المرضي
mayra,مايرا
brutalised,تعرضوا للوحشية
peloponnesian,البيلوبونيزية
equerry,خيل
habana,هافانا
cyprian,قبرصي
even-tempered,هادئ الطباع
seaweeds,الأعشاب البحرية
half-pound,نصف رطل
leaper,قفاز
mehr,مهر
choya,تشويا
middles,متوسطي الحجم
chinwag,دردشة
ambiguities,الغموض
griz,غريز
bisons,ثيران البيسون
haulers,شركات النقل
haran,حاران
whitewashing,تبييض الجدران
ure,بالتأكيد
hammill,هاميل
vamping,الاستمناء
innkeepers,أصحاب النزل
beaux-arts,الفنون الجميلة
isotopic,النظائري
belabor,العمل
anthracite,أنثراسيت
dyne,داين
herniation,فتق
xingu,شينغو
magnetite,المغنتيت
dolomites,الدولوميت
erv,قطعة أرض
charterhouse,تشارترهاوس
satisfactions,الرضا
scriptwriters,كتاب السيناريو
left-field,غير متوقع
alehouse,حانة
student-teacher,طالب-معلم
tubas,آلات التوبا
draven,درافن
drizzly,ممطر
dilutes,يخفف
weeklies,الأسبوعيات
camouflaging,التمويه
decompressing,فك الضغط
wildling,متوحش
devonport,ديفونبورت
boulton,بولتون
outerwear,ملابس خارجية
deducing,الاستنتاج
flashover,وميض
unsentimental,غير عاطفي
rainstorms,عواصف مطرية
ossetia,أوسيتيا
qualitative,نوعي
suba,سوبا
gallants,الشجعان
chaman,شامان
re-edit,إعادة تحرير
soane,سوان
myasthenia,الوهن العضلي
moraine,ركام
nomen,الاسم
sabir,صابر
grubb,جروب
hymnal,كتاب التراتيل
pip-pip,بيب بيب
lodestone,حجر المغناطيس
restrains,قيود
jdc,جي دي سي
suggestively,بشكل موحٍ
sign-out,تسجيل الخروج
mildness,اللطف
nijmegen,نيميغن
liguori,ليغوري
sulawesi,سولاويزي
sprog,نبتة
mutsu,موتسو
saltier,أكثر ملوحة
refinancing,إعادة التمويل
saharan,صحراوي
shivs,شيفز
trans-siberian,قطار عابر لسيبيريا
teatime,وقت الشاي
rosanne,روزان
bitchiness,الخبث
anglaise,الإنجليزية
wpa,إدارة تقدم الأعمال
torn-up,ممزق
carre,كاري
recapping,ملخص
inured,مؤمَّن عليه
egg-shaped,على شكل بيضة
kimani,كيماني
lieutenant-general,الفريق
polygamists,تعدد الزوجات
gamelin,جاملين
horniest,الأكثر شهوانية
sauntering,يتجول
deflowering,فض البكارة
open-mindedness,الانفتاح الذهني
day-by-day,يوماً بعد يوم
weiler,ويلر
saiki,سايكي
headbutting,النطح بالرأس
she-goat,عنزة
cavin,كافين
supping,تناول العشاء
knicker,سروال داخلي
pivots,محاور
kolhapur,كولهابور
sence,إحساس
banting,بانتينغ
jlo,جينيفر لوبيز
bowdoin,بودوين
overpriced,مبالغ فيه
fru,فرو
vesalius,فيزاليوس
bedstead,سرير
bidets,البيديه
firebombs,قنابل حارقة
arabians,العرب
bluebottle,زجاجة زرقاء
braless,بدون حمالة صدر
chirrup,زقزقة
reconfirmed,تم التأكيد مجدداً
handhold,مقبض اليد
kron,كرونة
kookie,كوكيز
gorden,جوردن
mannerism,تكلف
debilitated,مُنهك
foodies,عشاق الطعام
eme,eme
liquefies,يتحول إلى سائل
cafeterias,الكافيتريات
interceptions,عمليات اعتراض
hollie,هولي
burd,طائر
dixons,ديكسون
kariya,كاريا
hussey,هوسي
thorney,ثورني
summonses,استدعاءات
wallah,والله
thwacks,ضربات
scherer,شيرر
concisely,بإيجاز
sherrington,شيرينغتون
constanze,كونستانز
rol,رول
leopard-skin,جلد النمر
cotten,قطني
diaphragmatic,الحجاب الحاجز
oinks,ينخر
whitten,ويتن
tlingit,تلينغيت
memoranda,مذكرات
bhatti,بهاتي
egg-white,بياض البيض
pritch,وخز
two-sided,ذو وجهين
andromache,أندروماتش
perspicacity,الفطنة
fourthly,رابعاً
sequestering,العزل
hard-to-reach,يصعب الوصول إليه
principe,برينسيبي
mickle,ميكل
penetrator,مخترق
eking,إيكينج
fishmongers,بائعي الأسماك
hardcase,حقيبة صلبة
lemoyne,ليموين
narmada,نارمادا
adelman,أديلمان
sharjah,الشارقة
self-described,يصف نفسه
dark-colored,داكن اللون
despairs,يائسون
necessitated,استلزم
brights,ألوان زاهية
slumbered,نام
vagueness,غموض
ataxia,ترنح
spd,سرعة
senors,كبار السن
silkwood,خشب الحرير
consequential,عواقب
granton,جرانتون
embarrassments,مواقف محرجة
headhunted,تم استقطابه
cheapens,يُبخس الثمن
think-tank,مركز أبحاث
iras,إيراس
malleus,مطرقة
beaman,بيمان
woodcocks,طيور الشنقب
futurity,المستقبل
vosper,فوسبر
platonically,بشكل أفلاطوني
creepy-crawlies,الزواحف المخيفة
leverett,ليفرت
toccata,توكاتا
negating,النفي
wheelock,ويلوك
soundness,سلامة
bohunk,بوهنك
requiescat,رحم الله الفقيد
postproduction,مرحلة ما بعد الإنتاج
impotency,العجز الجنسي
albumin,الألبومين
tractor-trailer,جرار مقطورة
hornpipe,رقصة المزمار
majdanek,ماجدانيك
palmistry,قراءة الكف
scuffing,خدوش
komo,كومو
zeit,zeit
kipp,كيب
generalizations,التعميمات
shivery,مرتعش
telecoms,الاتصالات
melia,ميليا
vra,vra
bellicose,عدواني
materialists,الماديون
ariake,أرياك
toombs,المقابر
buttes,التلال
snowdonia,سنودونيا
tootles,توتلس
al-qaida,القاعدة
contributory,مساهم
twe,تو
drooped,ذابل متدلي
jumpstarted,انطلاقة سريعة
binny,بيني
moorpark,موربارك
biathlon,البياثلون
mcwilliams,مكويليامز
complexions,البشرة
dance-hall,قاعة الرقص
nihil,لا شيء
lungfish,سمكة الرئة
babby,طفلي
paramecium,البراميسيوم
lifetime,حياة
pestilential,وباء
orientations,التوجهات
appointees,المعينون
hurtado,هورتادو
teashop,مقهى شاي
emos,الإيمو
dibber,ديبر
brigg,بريج
casal,كاسال
subscribing,الاشتراك
suribachi,سوريباتشي
nembutal,نيمبوتال
intriguingly,مثير للاهتمام
barger,تاجر
welsher,ويلزي
leprous,مجذوم
yearlings,المهور الصغيرة
dykstra,دايكسترا
gustavus,غوستافوس
untrusting,غير موثوق به
redact,تنقيح
mid-way,منتصف الطريق
crabmeat,لحم السلطعون
hellraiser,هيلرايزر
rejuvenates,يجدد
mitsui,ميتسوي
javelins,الرماح
ignoramuses,الجهلة
intermix,التداخل
unifies,يوحد
beebee,بيبي
permanganate,برمنجنات
evocation,استحضار
maloof,مالوف
otway,أوتواي
time-release,إصدار ممتد
foreknowledge,المعرفة المسبقة
snowbird,طائر ثلجي
dovey,دوفي
unblinking,بلا رمش
garrisoned,حامية
bistros,المطاعم الصغيرة
depressives,الاكتئاب
corven,كورفن
quintuple,خماسي
magdala,مجدلا
dickman,ديكمان
discotheques,الملاهي الليلية
takaoka,تاكاوكا
plz,من فضلك
breakouts,اختراقات
antiperspirant,مضاد للتعرق
graphical,بياني
noway,مستحيل
downdraft,تيار هابط
dns,نظام أسماء النطاقات (DNS)
abhorrence,الاشمئزاز
firefights,اشتباكات نارية
compline,صلاة العشاء
picayune,بيكايون
grandfathered,مشمول بالحقوق المكتسبة
sloppily,بشكل غير متقن
straitjackets,سترات تقييد الحركة
ensor,مستشعر
grimsley,غريمسلي
athenaeum,أثينيوم
heth,هيث
lindner,ليندنر
spurted,اندفع
revelatory,كاشف
mccarthyism,المكارثية
mantell,مدفأة
twirly,ملتف
usi,usi
fairing,غطاء انسيابي
boyko,بويكو
rabble-rousing,مثير للشغب
koop,كوب
cortot,كورتو
neorealism,الواقعية الجديدة
tovar,توفار
shroff,شروف
wiebe,ويبي
kars,كارس
alvar,ألفار
ironwood,خشب الحديد
befouled,ملوث
unfeasible,غير قابل للتنفيذ
pinscher,كلب البينشر
yamanashi,ياماناشي
schlemiel,شليميل
gorp,غورب
voisin,جار
hereabout,في هذا الجوار
reformat,إعادة التنسيق
de-escalate,تهدئة الوضع
guilting,الشعور بالذنب
standouts,أبرز الشخصيات
snubs,تجاهل
freakier,أكثر غرابة
inka,إنكا
mused,تأمل
liger,ليجر
walkover,المشي
tranquillizers,المهدئات
onomatopoeia,المحاكاة الصوتية
bettor,مراهن
atef,عاطف
underpinnings,الأسس
aftercare,رعاية
apple-pie,فطيرة التفاح
dishpan,حوض غسيل الأطباق
high-tension,التوتر العالي
guillen,غيلين
botheration,إزعاج
powe,قوة
weisman,وايزمان
kelleher,كيليهر
elaboration,شرح
omega-3,أوميغا 3
sackful,مل ء كيس
kerf,kerf
hurdling,القفز فوق الحواجز
availing,متاح
hobbyists,الهواة
foully,بشكل بغيض
drabs,كئيب
betroth,خطوبة
scorches,الحروق
questioner,السائل
personne,شخص
elwell,إلويل
speciale,خاص
parce,بارسي
syllogism,القياس المنطقي
bradlee,برادلي
brisson,بريسون
tows,عمليات السحب
pois,نقاط
fim,فيلم
spay,رش
cataclysms,الكوارث
liveable,مكان صالح للعيش
multiplayer,متعدد اللاعبين
gauged,تم قياسه
iselin,إيزيلين
montoneros,مونتونيروس
babylonia,بابلية
riis,riis
abajo,أباجو
mayhap,ربما
uptempo,إيقاع سريع
ftp,بروتوكول نقل الملفات (FTP)
expeditious,سريع
cuerpo,cuerpo
corroborative,مؤيد
caudillo,زعيم
adu,إعلان
wulff,وولف
sull,عبوس
slants,مائل
washer-dryer,غسالة ومجفف ملابس
hatters,صناع القبعات
agonal,الاحتضار
besmirching,تشويه السمعة
strad,ستراد
forewarning,تحذير مسبق
rida,رضا
edta,إيدتا
muddying,تعكير المياه
peninsular,شبه جزيرة
balmain,بالمان
folie,جنون
blewett,بلويت
arm-twisting,ليّ الذراع
burghley,بورغلي
trimmers,أدوات تشذيب الشعر
preoccupations,الانشغالات
occultism,الشعوذة
quaff,مشروب
sindhi,السندية
acetylcholine,أستيل كولين
ptolemaic,البطلمية
secor,سيكور
psychical,نفسي
condensers,المكثفات
supplementing,مكمل
showstopping,عرض مذهل
verneuil,فيرنوي
acu,أكو
fala,فلا
tannin,التانين
offsite,خارج الموقع
verisimilitude,شىء محتمل
gigahertz,جيجاهرتز
stargazers,مراقبو النجوم
chucklehead,أحمق
hqs,المقر الرئيسي
disappointingly,للأسف
investigatory,تحقيق
lary,لاري
parkside,بارك سايد
big-budget,ميزانية ضخمة
placating,تهدئة
hirschfeld,هيرشفيلد
fatimah,فاطمة
atr,أتر
epidemiology,علم الأوبئة
waveform,شكل الموجة
shriveling,يذبل
mazar,مزار
pana,بانا
desiccation,تجفيف
samoans,السامويين
textural,نسيجي
umbilicus,السرة
munches,وجبات خفيفة
chickamauga,تشيكاماوجا
besa,بيسا
jours,أيام
paulin,بولين
sires,السادة
gimbal,جيمبال
afer,بعد
heaney,هيني
gyroscopic,الجيروسكوبي
thrashes,الضربات
mors,مورس
ridiculousness,سخافة
scleroderma,تصلب الجلد
trainload,حمولة القطار
mendacious,كاذب
fomo,الخوف من فوات الفرصة
krugman,كروغمان
hir,هير
qaddafi,القذافي
fragmenting,التجزئة
proprieties,حقوق الملكية
gaillard,غايارد
martingale,مارتينجال
opts,خيارات
sickeningly,مثير للاشمئزاز
disorganization,عدم التنظيم
cavell,كافيل
mahomet,محمد
exfiltration,عملية تهريب
repped,ممثل
slavering,يسيل لعابه
sherbert,شربات
interdict,منع
underlies,النعال
smelliest,الأكثر رائحة كريهة
splotch,بقعة
preppies,طلاب المرحلة الإعدادية
distinguishable,يمكن تمييزها
leaker,مسرب
elongate,استطال
backchat,الرد الوقح
underpin,دعامة
spleens,الطحال
tintoretto,تينتوريتو
ayrshire,أيرشاير
busman,سائق الحافلة
nationhood,السيادة الوطنية
defecates,يتبرز
flatterers,المتملقون
gea,جيا
downlink,رابط التنزيل
coalfields,حقول الفحم
aerobatics,الألعاب البهلوانية
pre-planned,مخطط مسبقًا
schultze,شولتز
enlightens,ينير
freitas,فريتاس
paradigms,النماذج
journos,صحفيون
broch,كتيب
visualisation,التصور
gorka,غوركا
joslyn,جوسلين
durfee,دورفي
dworkin,dworkin
name-day,يوم الاسم
aar,آر
faintness,إغماء
self-realization,تحقيق الذات
battler,المقاتل
pardners,الشركاء
kreuzberg,كروزبرغ
watling,متذبذب
copperheads,أفاعي النحاس
gentil,جنتيل
creaked,صرير
handley,هاندلي
findley,فيندلي
musial,موسيقي
pulsed,نبض
tisa,تيسا
crois,كروا
peptic,بيبسي
drink-driving,القيادة تحت تأثير الكحول
bizet,بيزيه
fant,فانت
clearinghouse,مركز تبادل المعلومات
gladius,غلاديوس
self-destructs,يدمر نفسه
kerplunk,كربلانك
picardy,بيكاردي
ifa,إذا
iaea,الوكالة الدولية للطاقة الذرية
quatrains,الرباعيات
sponged,تم تنظيفه بالإسفنج
pushchair,عربة أطفال
tyrannosaur,التيرانوصور
mousa,موسى
sotomayor,سوتومايور
woodsmen,الحطابون
finalising,وضع اللمسات الأخيرة
uefa,الاتحاد الأوروبي لكرة القدم
whiteface,مكياج أبيض
antonello,أنتونيلو
reitz,ريتز
almanacs,التقاويم
goodspeed,سرعة جيدة
dinsmore,دينسمور
manty,مانتي
traditionalists,المحافظون
jitter,غضب
up-and-down,صعوداً وهبوطاً
gonad,الغدد التناسلية
bankable,قابل للتمويل المصرفي
rajputs,راجبوت
immunosuppressants,مثبطات المناعة
resuscitating,إنعاش
lamy,لامي
bight,خليج
rameau,رامو
biannual,نصف سنوي
newspeak,لغة جديدة
two-wheeler,دراجة ذات عجلتين
rimmed,حافة
stiffly,بتصلب
outwitting,التغلب على الذكاء
categorise,تصنيف
heartlessly,بلا رحمة
henrich,هنريش
fha,إدارة الإسكان الفيدرالية
pir,بير
begrudging,على مضض
miron,ميرون
cunliffe,كونليف
abcd,أبجد
collet,طوق
bromfield,برومفيلد
persuasions,الإقناع
cardholder,حامل البطاقة
mummify,التحنيط
fermo,فيرمو
dw,dw
francia,فرنسا
jammu,جامو
perrot,بيرو
akureyri,أكوريري
undiminished,غير منقوص
tgv,قطار تي جي في
laureates,الفائزون بالجوائز
forrestal,غابة
single-engine,محرك واحد
businessperson,رجل أعمال
deemer,ديمر
ptomaine,عفين
wastewater,مياه الصرف الصحي
alcoa,ألكوا
heartened,متفائلين
demonstrably,بشكل واضح
hals,هالز
maule,ماول
clothespin,مشبك غسيل
reentering,إعادة الدخول
madura,مادورا
cloverdale,كلوفرديل
phonetics,علم الأصوات
abubakar,أبو بكر
revell,ريفيل
zealander,زيلاندر
toughening,تقوية
diagonals,الأقطار
circumventing,الالتفاف
wimmer,ويمر
logarithm,اللوغاريتم
freebase,فري بيس
seguin,سيجوين
chlorpromazine,كلوربرومازين
ampicillin,أمبيسيلين
thronged,ازدحم
coloureds,الملونين
smartened,أصبح أكثر ذكاءً
fallacious,مغالطة
assembler,مُجمِّع
viner,فاينر
kreplach,كريبلاش
boardrooms,قاعات اجتماعات مجالس الإدارة
plas,بلاز
right-wingers,اليمينيون
breading,تغطية بالبقسماط
tinian,تينيان
equal-opportunity,تكافؤ الفرص
hobnobs,الهوبنبس
nus,نوس
non-white,غير أبيض
oversensitive,شديد الحساسية
clinching,حسم المباراة
perryman,بيريمان
tontine,تونتين
laneway,ممر جانبي
self-defeating,هزيمة ذاتية
zuniga,زونيغا
mangas,مانغا
hardliners,المتشددون
squier,سكوير
bruder,أخي
flycatcher,صائد الذباب
pennock,بينوك
dickenson,ديكنسون
appreciable,ملحوظ
duck-billed,منقار البط
xd,xd
oil-rich,غني بالنفط
reconquer,استعادة
motorbike,دراجة نارية
smudgy,ملطخ
troutman,سمك السلمون المرقط
tamworth,تامورث
obdurate,عنيد
alienist,طبيب نفسي
diffraction,حيود
saur,سور
deregulated,تم تحريرها من القيود التنظيمية
tanga,تانغا
tripartite,ثلاثي الأجزاء
minutia,التفاصيل الدقيقة
ape-men,رجال القردة
cleavers,سكاكين تقطيع اللحوم
prehensile,قادر على الإمساك بشىء
reata,رياتا
precession,التبادر
in-out,دخول-خروج
nationalisation,تأميم
moralists,علماء الأخلاق
protrusions,نتوءات
hot-wiring,التوصيل المباشر
reddest,الأكثر احمراراً
stylistically,من الناحية الأسلوبية
convulse,تشنج
borgen,بورغن
airburst,إيربوست
allspice,البهارات
airey,آيري
goers,رواد الحفلات
copiers,آلات النسخ
andouille,أندوي
blue-blood,أصحاب الدم الأزرق
brussel,بروكسل
eagan,إيغان
caveats,تحذيرات
marquises,الماركيز
pantywaist,سروال داخلي ضيق
antecedents,السوابق
